bar,side,px,notional,fee,kind
25749,BUY,103884.12,311.41,0.1868,FLAT
25806,BUY,103618.32,10000.0,2.0,GRID
25806,BUY,103335.3,2942.35,0.5885,GRID
25809,SELL,104184.36,10000.0,2.0,GRID
25810,SELL,104467.38,10000.0,2.0,GRID
25872,BUY,100329.01,6694.51,4.0167,FLAT
25933,BUY,100135.33,10000.0,2.0,GRID
25935,BUY,99706.35,3339.75,0.668,GRID
25943,SELL,100993.27,10000.0,2.0,GRID
25945,SELL,101422.25,10000.0,2.0,GRID
26744,BUY,103837.26,6671.9,4.0031,FLAT
26818,BUY,102768.65,6340.37,1.2681,GRID
26838,BUY,102430.09,8659.63,1.7319,GRID
27245,SELL,103445.77,10000.0,2.0,GRID
27245,SELL,103784.33,10000.0,2.0,GRID
28163,BUY,101542.17,4750.68,2.8504,FLAT
28228,BUY,101500.7,9386.85,1.8774,GRID
28231,SELL,101951.44,10000.0,2.0,GRID
28238,SELL,102176.82,9206.48,1.8413,GRID
28263,BUY,101275.32,10000.0,2.0,GRID
28448,SELL,98671.68,299.17,0.1795,FLAT
28521,BUY,98888.36,6998.57,1.3997,GRID
28539,SELL,99825.92,10000.0,2.0,GRID
28566,BUY,98419.57,10000.0,2.0,GRID
28618,SELL,97262.11,7022.7,4.2136,FLAT
28721,BUY,96596.73,10000.0,2.0,GRID
28725,BUY,95987.21,4663.0,0.9326,GRID
29610,SELL,92254.71,14032.18,8.4193,FLAT
29691,BUY,91125.85,10000.0,2.0,GRID
29699,BUY,90749.43,500.0,0.1,GRID
29837,SELL,91878.69,10000.0,2.0,GRID
29838,SELL,92255.11,10000.0,2.0,GRID
30192,BUY,88693.82,9045.55,5.4273,FLAT
30228,SELL,90834.41,5935.74,1.1871,GRID
30229,SELL,91173.86,9064.26,1.8129,GRID
30259,BUY,92559.14,15250.43,9.1503,FLAT
30334,SELL,92391.64,8037.24,1.6074,GRID
30352,BUY,91857.34,10000.0,2.0,GRID
30357,BUY,91590.19,10000.0,2.0,GRID
30446,SELL,87049.92,11408.37,6.845,FLAT
30553,BUY,86814.78,9917.72,1.9835,GRID
30555,BUY,86402.5,5082.28,1.0165,GRID
30634,SELL,83696.98,14484.68,8.6908,FLAT
30714,BUY,83347.22,8918.69,1.7837,GRID
30720,BUY,82497.14,6081.31,1.2163,GRID
30733,SELL,85047.38,9302.79,1.8606,GRID
31124,SELL,85897.46,10000.0,2.0,GRID
31638,BUY,88818.53,4003.91,2.4023,FLAT
31701,BUY,87827.01,6333.8,1.2668,GRID
31710,BUY,87597.48,8666.2,1.7332,GRID
31735,SELL,88286.09,10000.0,2.0,GRID
31738,SELL,88515.62,10000.0,2.0,GRID
32195,BUY,90145.69,4975.47,2.9853,FLAT
32354,BUY,91286.3,7952.8,1.5906,GRID
32367,SELL,91563.86,10000.0,2.0,GRID
32367,SELL,91702.64,9640.81,1.9282,GRID
32408,BUY,91147.52,10000.0,2.0,GRID
33422,BUY,87411.81,1530.85,0.9185,FLAT
33541,BUY,86499.64,7232.15,1.4464,GRID
33548,BUY,86279.24,7767.85,1.5536,GRID
33709,SELL,86940.44,10000.0,2.0,GRID
33709,SELL,87160.84,10000.0,2.0,GRID
33887,BUY,90850.01,5097.7,3.0586,FLAT
33986,SELL,91480.93,7052.64,1.4105,GRID
33989,BUY,91124.13,10000.0,2.0,GRID
33994,SELL,91659.33,10000.0,2.0,GRID
34504,BUY,90945.73,10000.0,2.0,GRID
35397,SELL,90252.0,3023.65,1.8142,FLAT
35423,SELL,90366.99,7133.1,1.4266,GRID
35441,SELL,90804.46,7866.9,1.5734,GRID
35920,BUY,93649.33,15505.56,9.3033,FLAT
36003,BUY,92475.06,9370.13,1.874,GRID
36009,BUY,92233.73,5629.87,1.126,GRID
36119,SELL,92957.72,10000.0,2.0,GRID
36120,SELL,93199.05,10000.0,2.0,GRID
36335,BUY,89880.01,4719.4,2.8316,FLAT
36399,SELL,90333.1,9355.22,1.871,GRID
36402,SELL,90498.42,5644.78,1.129,GRID
36447,BUY,90002.44,10000.0,2.0,GRID
36462,BUY,89837.12,10000.0,2.0,GRID
36563,SELL,92352.0,5216.29,3.1298,FLAT
36628,BUY,92124.03,8918.74,1.7837,GRID
36648,SELL,92531.19,10000.0,2.0,GRID
36750,BUY,91920.46,10000.0,2.0,GRID
36819,SELL,90188.01,8796.07,5.2776,FLAT
36863,BUY,90247.8,7397.62,1.4795,GRID
36864,SELL,90400.06,10000.0,2.0,GRID
36884,BUY,90171.68,10000.0,2.0,GRID
36963,SELL,90476.18,10000.0,2.0,GRID
37644,BUY,86237.09,2438.44,1.4631,FLAT
37731,BUY,86228.6,7625.47,1.5251,GRID
37737,BUY,86026.82,7374.53,1.4749,GRID
37855,SELL,86632.16,10000.0,2.0,GRID
37855,SELL,86833.94,10000.0,2.0,GRID
38295,BUY,86071.94,4857.57,2.9145,FLAT
38313,BUY,86137.23,8025.79,1.6052,GRID
38317,BUY,85986.39,6974.21,1.3948,GRID
38330,SELL,86438.89,10000.0,2.0,GRID
38331,SELL,86589.72,10000.0,2.0,GRID
38559,BUY,85277.74,4851.71,2.911,FLAT
38613,BUY,85122.22,8304.92,1.661,GRID
38622,SELL,85550.77,10000.0,2.0,GRID
38625,SELL,85765.04,10000.0,2.0,GRID
41549,BUY,89954.4,12226.84,7.3361,FLAT
41603,BUY,87771.99,10000.0,2.0,GRID
41617,BUY,87443.93,3929.27,0.7859,GRID
41637,SELL,87226.46,13857.34,8.3144,FLAT
41689,BUY,87737.56,8353.69,1.6707,GRID
41696,BUY,87532.59,6646.31,1.3293,GRID
41859,SELL,88147.52,10000.0,2.0,GRID
41932,SELL,88352.49,10000.0,2.0,GRID
47559,BUY,92755.01,5146.73,3.088,FLAT
47619,SELL,92860.1,8131.28,1.6263,GRID
47619,SELL,92950.58,6868.72,1.3737,GRID
47795,BUY,92679.12,10000.0,2.0,GRID
47795,BUY,92588.64,10000.0,2.0,GRID
50601,SELL,84828.71,4618.28,2.771,FLAT
50690,BUY,84605.65,7633.44,1.5267,GRID
50692,BUY,84482.09,7366.56,1.4733,GRID
51185,SELL,79120.1,14037.53,8.4225,FLAT
51284,BUY,78350.19,6720.35,1.3441,GRID
51299,SELL,79042.07,10000.0,2.0,GRID
51349,BUY,78004.24,10000.0,2.0,GRID
51694,SELL,77930.0,6815.48,4.0893,FLAT
51805,SELL,78372.09,7868.03,1.5736,GRID
51817,SELL,78648.06,7131.97,1.4264,GRID
51875,BUY,77820.15,10000.0,2.0,GRID
52018,BUY,77544.18,10000.0,2.0,GRID
52059,SELL,74731.22,4961.02,2.9766,FLAT
52138,BUY,75976.71,7110.98,1.4222,GRID
52142,SELL,76541.53,10000.0,2.0,GRID
52171,SELL,76823.93,10000.0,2.0,GRID
52263,BUY,75694.31,10000.0,2.0,GRID
52334,BUY,73608.88,2584.5,1.5507,FLAT
52431,BUY,72665.45,9496.8,1.8994,GRID
52432,BUY,72264.81,5503.2,1.1006,GRID
52469,SELL,71028.32,14691.88,8.8151,FLAT
52544,BUY,71401.28,7054.39,1.4109,GRID
52546,BUY,71086.14,7945.61,1.5891,GRID
52603,SELL,67562.06,14226.79,8.5361,FLAT
52749,BUY,64251.83,8527.9,1.7056,GRID
52767,SELL,65540.76,8698.97,5.2194,FLAT
52843,SELL,66318.3,7714.6,1.5429,GRID
52847,SELL,66678.25,7285.4,1.4571,GRID
52883,BUY,68194.89,15384.01,9.2304,FLAT
53011,SELL,70326.01,8111.98,1.6224,GRID
53030,SELL,70694.02,6888.02,1.3776,GRID
53074,BUY,69589.99,10000.0,2.0,GRID
53075,BUY,69221.98,9258.22,1.8516,GRID
53111,SELL,68138.2,4406.03,2.6436,FLAT
53167,BUY,68715.45,6084.39,1.2169,GRID
53169,BUY,68405.22,8915.61,1.7831,GRID
53176,SELL,69335.91,10000.0,2.0,GRID
53178,SELL,69646.14,10000.0,2.0,GRID
53714,BUY,69182.59,4768.65,2.8612,FLAT
53779,SELL,70555.74,7720.55,1.5441,GRID
53780,SELL,70990.66,7279.45,1.4559,GRID
53895,BUY,69685.88,10000.0,2.0,GRID
53898,BUY,69250.96,10000.0,2.0,GRID
54247,SELL,66971.38,5085.65,3.0514,FLAT
54302,BUY,66931.68,8783.76,1.7568,GRID
54306,SELL,67351.04,10000.0,2.0,GRID
54306,SELL,67560.72,10000.0,2.0,GRID
54323,BUY,66722.0,10000.0,2.0,GRID
54658,BUY,65615.54,1009.2,0.6055,FLAT
54720,BUY,66232.23,7579.82,1.516,GRID
54725,BUY,66012.17,7420.18,1.484,GRID
54754,SELL,66672.33,10000.0,2.0,GRID
54834,SELL,66892.39,10000.0,2.0,GRID
54921,BUY,69043.69,5014.77,3.0089,FLAT
55004,BUY,68835.17,9274.41,1.8549,GRID
55018,SELL,69125.03,10000.0,2.0,GRID
55102,SELL,69269.97,8834.24,1.7668,GRID
55489,BUY,68690.23,10000.0,2.0,GRID
57632,SELL,64844.68,526.27,0.3158,FLAT
57714,SELL,65979.03,10000.0,2.0,GRID
57714,SELL,66141.18,4200.84,0.8402,GRID
57776,BUY,65654.71,10000.0,2.0,GRID
57792,BUY,65492.55,10000.0,2.0,GRID
57858,SELL,64595.99,5808.77,3.4853,FLAT
57900,BUY,64784.89,7949.31,1.5899,GRID
57901,BUY,64634.77,7050.69,1.4101,GRID
58190,SELL,65085.13,10000.0,2.0,GRID
58190,SELL,65235.25,10000.0,2.0,GRID
58374,BUY,67856.41,5099.28,3.0596,FLAT
58470,SELL,68461.24,6378.64,1.2757,GRID
58518,SELL,68821.93,8621.36,1.7243,GRID
58633,BUY,67739.86,10000.0,2.0,GRID
58641,BUY,67379.17,10000.0,2.0,GRID
59142,SELL,63558.89,4931.87,2.9591,FLAT
59219,BUY,64356.77,2904.54,0.5809,GRID
59255,SELL,65230.27,5913.74,1.1827,GRID
59263,SELL,65667.02,10000.0,2.0,GRID
59285,BUY,66750.14,13203.91,7.9223,FLAT
59392,SELL,67571.69,7996.73,1.5993,GRID
59401,BUY,67140.33,10000.0,2.0,GRID
59402,BUY,66924.65,10000.0,2.0,GRID
59797,SELL,67787.37,10000.0,2.0,GRID
59811,SELL,69457.2,2257.29,1.3544,FLAT
59911,SELL,69038.38,6758.45,1.3517,GRID
59918,SELL,69245.75,8241.55,1.6483,GRID
59928,BUY,68623.64,10000.0,2.0,GRID
59928,BUY,68416.27,10000.0,2.0,GRID
60308,SELL,71767.23,5380.64,3.2284,FLAT
60475,BUY,72462.24,9196.93,1.8394,GRID
60484,SELL,72939.94,10000.0,2.0,GRID
60494,SELL,73178.78,10000.0,2.0,GRID
60552,BUY,72223.4,10000.0,2.0,GRID
60707,BUY,70990.65,594.27,0.3566,FLAT
60762,BUY,71025.31,9157.02,1.8314,GRID
60762,BUY,70820.62,5842.98,1.1686,GRID
60961,SELL,68388.03,14459.29,8.6756,FLAT
61042,SELL,68435.09,7887.16,1.5774,GRID
61054,BUY,68132.09,10000.0,2.0,GRID
61104,BUY,67980.58,9641.1,1.9282,GRID
61790,SELL,68586.6,10000.0,2.0,GRID
64407,SELL,71214.13,1961.51,1.1769,FLAT
64500,SELL,71254.05,7639.79,1.528,GRID
64536,BUY,70941.61,10000.0,2.0,GRID
64551,SELL,71410.27,10000.0,2.0,GRID
64561,BUY,70785.39,10000.0,2.0,GRID
65833,SELL,71695.05,2507.76,1.5047,FLAT
65902,BUY,70732.09,8210.37,1.6421,GRID
65943,BUY,70491.44,6789.63,1.3579,GRID
66047,SELL,71213.41,10000.0,2.0,GRID
66173,SELL,69408.35,4995.49,2.9973,FLAT
66217,SELL,70515.92,7087.35,1.4175,GRID
66233,SELL,70746.99,7912.65,1.5825,GRID
66599,BUY,70053.76,10000.0,2.0,GRID
66618,BUY,69822.69,10000.0,2.0,GRID
66970,SELL,66608.54,4903.45,2.9421,FLAT
67096,SELL,66191.24,7126.66,1.4253,GRID
67101,SELL,66361.72,7873.34,1.5747,GRID
67664,BUY,65850.28,10000.0,2.0,GRID
67664,BUY,65679.8,10000.0,2.0,GRID
68613,SELL,66491.09,5173.2,3.1039,FLAT
68679,BUY,66217.6,10000.0,2.0,GRID
68691,BUY,66059.19,2754.34,0.5509,GRID
68718,SELL,66534.42,10000.0,2.0,GRID
68719,SELL,66692.82,10000.0,2.0,GRID
70261,BUY,71447.24,7682.51,4.6095,FLAT
70360,SELL,71880.16,8437.92,1.6876,GRID
70365,BUY,71585.22,10000.0,2.0,GRID
70411,BUY,71437.76,10000.0,2.0,GRID
70425,SELL,72027.62,10000.0,2.0,GRID
71495,SELL,71710.2,1681.7,1.009,FLAT
71545,SELL,71611.73,7403.21,1.4806,GRID
71554,BUY,71452.15,10000.0,2.0,GRID
71554,BUY,71372.35,8825.12,1.765,GRID
71878,SELL,71691.53,10000.0,2.0,GRID
71995,SELL,74697.2,1548.95,0.9294,FLAT
72083,SELL,74524.93,8503.6,1.7007,GRID
72085,SELL,74619.56,6496.4,1.2993,GRID
72129,BUY,74335.67,10000.0,2.0,GRID
72223,BUY,74241.04,10000.0,2.0,GRID
73053,SELL,77491.42,5273.83,3.1643,FLAT
73123,BUY,77302.32,7995.37,1.5991,GRID
73143,BUY,77164.57,7004.63,1.4009,GRID
74339,SELL,77577.82,10000.0,2.0,GRID
74341,SELL,77715.57,10000.0,2.0,GRID
74353,BUY,77569.16,4915.72,2.9494,FLAT
74442,SELL,78331.5,10000.0,2.0,GRID
74450,SELL,78463.02,4500.32,0.9001,GRID
74594,BUY,78068.48,10000.0,2.0,GRID
74594,BUY,77936.97,10000.0,2.0,GRID
86304,SELL,67436.56,4813.83,2.8883,FLAT
86407,SELL,67192.16,7655.91,1.5312,GRID
86437,BUY,66451.86,10000.0,2.0,GRID
86442,BUY,66081.71,1911.37,0.3823,GRID
86700,SELL,63387.18,4149.87,2.4899,FLAT
86772,BUY,63870.06,7589.87,1.518,GRID
86775,BUY,63556.12,7410.13,1.482,GRID
86837,SELL,63267.99,14894.86,8.9369,FLAT
86862,BUY,63893.98,6852.03,1.3704,GRID
86895,BUY,63422.23,8147.97,1.6296,GRID
87167,SELL,60438.01,14245.99,8.5476,FLAT
87241,BUY,61343.01,4438.87,0.8878,GRID
87257,BUY,60826.03,10000.0,2.0,GRID
87647,SELL,62376.99,10000.0,2.0,GRID
87657,SELL,62893.97,10000.0,2.0,GRID
87869,BUY,63107.17,5209.41,3.1256,FLAT
87910,SELL,62732.36,6654.27,1.3309,GRID
87912,SELL,62941.16,8345.73,1.6691,GRID
88288,BUY,62314.76,10000.0,2.0,GRID
88298,BUY,62105.96,10000.0,2.0,GRID
89878,SELL,65509.69,5425.58,3.2553,FLAT
89933,SELL,65959.0,10000.0,2.0,GRID
89940,BUY,65769.0,10000.0,2.0,GRID
89950,BUY,65673.99,10000.0,2.0,GRID
89991,SELL,66054.01,10000.0,2.0,GRID
92287,SELL,62310.23,81.88,0.0491,FLAT
92345,BUY,62198.19,10000.0,2.0,GRID
92354,SELL,62829.79,10000.0,2.0,GRID
92589,SELL,63145.59,8947.9,1.7896,GRID
92608,BUY,61882.39,10000.0,2.0,GRID
92650,SELL,59900.0,1288.47,0.7731,FLAT
92737,SELL,61134.68,8508.32,1.7017,GRID
92751,BUY,60725.58,10000.0,2.0,GRID
92795,SELL,61339.23,10000.0,2.0,GRID
92900,BUY,60521.03,10000.0,2.0,GRID
92915,SELL,59471.5,1647.71,0.9886,FLAT
93002,BUY,59965.51,6841.8,1.3684,GRID
93005,BUY,59799.04,8158.2,1.6316,GRID
93103,SELL,60298.47,10000.0,2.0,GRID
93110,SELL,60464.94,10000.0,2.0,GRID
96148,BUY,63667.51,5138.24,3.0829,FLAT
96196,SELL,64204.37,7529.77,1.506,GRID
96197,SELL,64310.38,7470.23,1.494,GRID
96204,BUY,63992.35,10000.0,2.0,GRID
96205,BUY,63886.34,10000.0,2.0,GRID
98407,SELL,64836.0,5145.35,3.0872,FLAT
98467,SELL,64703.49,7808.7,1.5617,GRID
98467,SELL,64772.97,7191.3,1.4383,GRID
98474,BUY,64564.51,10000.0,2.0,GRID
98526,BUY,64495.03,10000.0,2.0,GRID
102279,SELL,63323.95,4953.64,2.9722,FLAT
102326,SELL,63642.22,7734.34,1.5469,GRID
102331,BUY,63513.68,10000.0,2.0,GRID
102338,BUY,63449.4,10000.0,2.0,GRID
102424,SELL,63706.5,10000.0,2.0,GRID
