bar,side,px,notional,fee,kind
6558,SELL,29269.34,9375.39,1.8751,GRID
6593,SELL,29416.73,9136.64,1.8273,GRID
6639,BUY,29444.14,14922.26,8.9534,FLAT
6680,SELL,29523.4,7245.27,1.4491,GRID
6681,BUY,29251.81,10000.0,2.0,GRID
6692,BUY,29116.02,6549.15,1.3098,GRID
6702,SELL,29184.78,9379.54,5.6277,FLAT
6734,SELL,29710.14,4307.85,0.8616,GRID
6741,SELL,29861.48,6357.89,1.2716,GRID
6742,BUY,29975.65,10728.55,6.4371,FLAT
6794,BUY,29319.05,7434.07,1.4868,GRID
6804,SELL,29348.98,7441.66,4.465,FLAT
6829,BUY,29484.13,4105.99,0.8212,GRID
6836,SELL,29751.1,6784.03,1.3568,GRID
6837,SELL,29884.59,6104.18,1.2208,GRID
6849,SELL,30018.08,6217.79,1.2436,GRID
6852,BUY,30164.73,15087.13,9.0523,FLAT
7073,SELL,30067.96,4604.0,0.9208,GRID
7090,BUY,29754.63,8910.93,1.7822,GRID
7094,BUY,29597.97,6650.19,1.33,GRID
7100,BUY,29441.3,4042.89,0.8086,GRID
7104,SELL,29442.34,14967.44,8.9805,FLAT
7165,SELL,29719.39,5621.17,1.1242,GRID
7167,SELL,29869.05,6026.63,1.2053,GRID
7176,BUY,29994.84,11725.28,7.0352,FLAT
7223,BUY,29605.8,7419.56,1.4839,GRID
7224,BUY,29462.05,4963.9,0.9928,GRID
7229,BUY,29318.29,2616.54,0.5233,GRID
7233,SELL,29217.71,14852.6,8.9116,FLAT
7260,SELL,30154.03,4538.56,0.9077,GRID
7264,BUY,30068.67,4525.72,2.7154,FLAT
7333,BUY,29705.38,6698.99,1.3398,GRID
7335,BUY,29539.84,4383.16,0.8766,GRID
7338,SELL,29465.86,11017.16,6.6103,FLAT
7403,SELL,29809.36,6855.08,1.371,GRID
7418,SELL,29951.25,5218.04,1.0436,GRID
7422,SELL,30093.13,2926.88,0.5854,GRID
7423,BUY,29960.58,15023.51,9.0141,FLAT
7474,SELL,29829.68,7338.84,1.4678,GRID
7480,BUY,29502.31,10000.0,2.0,GRID
7490,SELL,29993.36,10000.0,2.0,GRID
7504,SELL,30157.04,5259.22,1.0518,GRID
7508,BUY,30469.07,12640.69,7.5844,FLAT
7619,BUY,30462.16,4951.6,0.9903,GRID
7625,SELL,30704.81,5331.99,1.0664,GRID
7638,BUY,30739.56,341.33,0.2048,FLAT
7651,SELL,30540.46,5004.15,1.0008,GRID
7653,BUY,30293.21,6926.96,1.3854,GRID
7657,SELL,30405.06,1970.57,1.1823,FLAT
7837,BUY,29430.06,8556.5,1.7113,GRID
7840,SELL,29710.96,7610.78,1.5222,GRID
7852,SELL,29810.53,1030.83,0.6185,FLAT
7870,SELL,29619.65,7454.0,1.4908,GRID
7890,BUY,29287.14,10000.0,2.0,GRID
7929,BUY,29120.89,2162.88,0.4326,GRID
7933,SELL,29089.06,4772.41,2.8634,FLAT
8027,SELL,29213.87,2564.46,0.5129,GRID
8032,SELL,29337.47,4910.12,0.982,GRID
8039,BUY,29042.32,7410.13,4.4461,FLAT
8075,BUY,28888.79,9604.03,1.9208,GRID
8087,SELL,29247.37,5894.37,1.1789,GRID
8095,SELL,29426.66,10000.0,2.0,GRID
8099,BUY,29271.08,6115.15,3.6691,FLAT
8167,SELL,29399.91,5892.38,1.1785,GRID
8170,SELL,29536.66,5853.21,1.1706,GRID
8172,SELL,29673.42,3254.41,0.6509,GRID
8193,BUY,30163.11,15330.81,9.1985,FLAT
8231,SELL,30035.93,7307.59,1.4615,GRID
8239,SELL,30190.41,6055.04,1.211,GRID
8243,SELL,30344.89,1637.37,0.3275,GRID
8248,BUY,30200.07,15034.06,9.0204,FLAT
8288,SELL,30058.0,4403.62,0.8807,GRID
8294,BUY,29800.27,8703.07,1.7406,GRID
8303,SELL,29878.36,4348.57,2.6091,FLAT
8322,BUY,30032.59,5017.34,1.0035,GRID
8327,SELL,30356.5,10000.0,2.0,GRID
8350,BUY,29870.63,10000.0,2.0,GRID
8354,BUY,29708.68,7027.87,1.4056,GRID
8356,SELL,29742.09,12163.95,7.2984,FLAT
8392,BUY,29704.95,8077.18,1.6154,GRID
8395,SELL,29953.84,8513.07,1.7026,GRID
8407,SELL,30078.28,7122.82,1.4246,GRID
8432,SELL,30202.73,7441.29,1.4883,GRID
8452,BUY,29953.28,14841.25,8.9048,FLAT
8463,BUY,29767.55,9013.3,1.8027,GRID
8468,BUY,29638.29,4100.37,0.8201,GRID
8478,SELL,29478.44,13004.02,7.8024,FLAT
8531,SELL,29879.44,5599.32,1.1199,GRID
8535,BUY,29590.89,10000.0,2.0,GRID
8542,BUY,29446.62,4902.79,0.9806,GRID
8548,SELL,29465.3,9341.75,5.605,FLAT
8563,BUY,29845.03,5568.82,1.1138,GRID
8570,SELL,30065.67,7964.56,1.5929,GRID
8574,BUY,30084.1,2356.02,1.4136,FLAT
8627,BUY,29818.84,6559.0,1.3118,GRID
8629,SELL,30093.79,9980.58,1.9961,GRID
8630,SELL,30231.27,8201.54,1.6403,GRID
8671,BUY,29681.36,10000.0,2.0,GRID
8676,BUY,29567.66,1362.15,0.8173,FLAT
8709,BUY,30026.52,4642.26,0.9285,GRID
8721,SELL,30088.04,4651.78,2.7911,FLAT
8781,SELL,30066.93,9089.76,1.818,GRID
8792,SELL,30218.35,4937.22,0.9874,GRID
8860,SELL,30369.78,973.02,0.1946,GRID
8923,BUY,29764.08,10000.0,2.0,GRID
8944,BUY,30076.78,4865.4,2.9192,FLAT
8978,SELL,30227.06,10000.0,2.0,GRID
8982,SELL,30396.89,2747.39,0.5495,GRID
8985,BUY,30524.39,12857.28,7.7144,FLAT
9033,SELL,30071.35,8568.15,1.7136,GRID
9036,SELL,30229.5,4720.57,0.9441,GRID
9051,BUY,29755.05,10000.0,2.0,GRID
9062,BUY,29744.95,3123.45,1.8741,FLAT
9122,BUY,29731.4,10000.0,2.0,GRID
9130,BUY,29557.48,2271.88,0.4544,GRID
9133,BUY,29383.57,500.0,0.1,GRID
9135,SELL,29425.86,12659.72,7.5958,FLAT
9167,BUY,29557.89,10000.0,2.0,GRID
9171,BUY,29388.23,3039.29,0.6079,GRID
9176,BUY,29218.56,500.0,0.1,GRID
9178,SELL,29119.99,13361.72,8.017,FLAT
9240,SELL,29459.05,1729.08,0.3458,GRID
9252,SELL,29604.06,4217.92,0.8436,GRID
9258,BUY,29359.39,5906.3,3.5438,FLAT
9269,BUY,29161.82,5155.35,1.0311,GRID
9277,SELL,29444.44,4194.65,0.8389,GRID
9291,SELL,29585.75,5623.16,1.1246,GRID
9292,BUY,29594.08,4608.95,2.7654,FLAT
9385,SELL,29985.9,6424.4,1.2849,GRID
9389,SELL,30129.69,3974.86,0.795,GRID
9418,BUY,29813.49,10320.6,6.1924,FLAT
9479,SELL,30102.78,4559.48,0.9119,GRID
9484,BUY,30178.13,4570.89,2.7425,FLAT
9528,BUY,29555.62,7027.59,1.4055,GRID
9538,BUY,29378.2,4878.3,0.9757,GRID
9540,SELL,29444.64,11890.54,7.1343,FLAT
9570,BUY,29575.08,6004.19,1.2008,GRID
9575,SELL,29807.08,6623.62,1.3247,GRID
9585,BUY,29459.08,9480.44,1.8961,GRID
9596,BUY,29343.08,6138.99,1.2278,GRID
9597,SELL,29379.78,15037.46,9.0225,FLAT
9659,BUY,29361.26,10000.0,2.0,GRID
9661,SELL,29631.08,9805.66,1.9611,GRID
9665,SELL,29500.83,284.98,0.171,FLAT
9684,BUY,29739.12,4738.56,0.9477,GRID
9690,BUY,29591.8,6233.39,1.2467,GRID
9693,BUY,29444.48,4028.05,0.8056,GRID
9706,SELL,29151.09,14773.33,8.864,FLAT
9814,SELL,29385.16,3823.62,0.7647,GRID
9819,BUY,29079.11,9322.19,1.8644,GRID
9833,SELL,29538.18,10000.0,2.0,GRID
9835,BUY,29575.7,4379.73,2.6278,FLAT
9910,BUY,29312.42,5464.54,1.0929,GRID
9915,BUY,29190.77,5197.83,1.0396,GRID
9923,BUY,29069.13,4337.64,0.8675,GRID
9937,SELL,29555.7,10000.0,2.0,GRID
9940,SELL,29677.34,10000.0,2.0,GRID
9944,SELL,29798.98,5368.68,1.0737,GRID
9956,BUY,29773.37,10175.31,6.1052,FLAT
10012,SELL,29870.8,10000.0,2.0,GRID
10015,SELL,30040.85,3209.02,0.6418,GRID
10016,BUY,30036.42,13264.0,7.9584,FLAT
10046,BUY,29614.04,5542.78,1.1086,GRID
10051,SELL,29925.8,10000.0,2.0,GRID
10053,SELL,30081.67,6713.06,1.3426,GRID
10059,SELL,30237.55,1303.34,0.2607,GRID
10072,BUY,30402.57,12564.08,7.5384,FLAT
10089,BUY,29372.01,5421.6,1.0843,GRID
10094,SELL,29275.31,5403.75,3.2422,FLAT
10197,SELL,29281.66,3879.14,0.7758,GRID
10200,SELL,29402.53,4952.52,0.9905,GRID
10203,SELL,29523.4,6168.34,1.2337,GRID
10218,BUY,29281.89,14929.25,8.9576,FLAT
10312,SELL,29588.26,4979.78,0.996,GRID
10312,SELL,29717.44,5814.2,1.1628,GRID
10314,SELL,29846.61,4206.02,0.8412,GRID
10333,BUY,30015.59,15154.07,9.0924,FLAT
10402,BUY,29735.5,4720.13,0.944,GRID
10405,BUY,29576.82,5141.0,1.0282,GRID
10407,SELL,29639.71,9856.85,5.9141,FLAT
10532,SELL,29566.92,6821.85,1.3644,GRID
10542,BUY,29520.25,6811.08,4.0866,FLAT
10684,BUY,29829.71,4672.92,0.9346,GRID
10686,BUY,29677.32,5262.05,1.0524,GRID
10702,SELL,29644.2,9900.04,5.94,FLAT
10745,SELL,29917.92,6082.43,1.2165,GRID
10748,BUY,29606.85,7394.47,1.4789,GRID
10771,BUY,29451.32,7143.34,1.4287,GRID
10773,BUY,29295.79,6544.62,1.3089,GRID
10775,SELL,29330.52,15028.86,9.0173,FLAT
10791,BUY,29764.95,4943.38,0.9887,GRID
10796,BUY,29620.82,5275.44,1.0551,GRID
10798,BUY,29476.69,4781.18,0.9562,GRID
10823,SELL,30053.21,10000.0,2.0,GRID
10826,SELL,30172.86,5239.17,3.1435,FLAT
10887,SELL,30151.3,9781.31,1.9563,GRID
10892,SELL,30332.93,3505.81,0.7012,GRID
10931,SELL,30514.56,1712.88,0.3426,GRID
10941,BUY,30423.27,15093.55,9.0561,FLAT
10963,SELL,30445.97,7726.14,1.5452,GRID
10974,BUY,30143.81,6850.34,1.3701,GRID
10989,BUY,29992.73,7912.83,1.5826,GRID
11033,SELL,29859.27,7086.04,4.2516,FLAT
11069,BUY,30060.42,5823.65,1.1647,GRID
11070,BUY,29903.4,5118.19,1.0236,GRID
11085,BUY,29746.37,4058.16,0.8116,GRID
11091,SELL,29541.18,14809.42,8.8856,FLAT
11129,BUY,29915.51,5539.73,1.1079,GRID
11138,BUY,29775.3,4725.66,0.9451,GRID
11146,SELL,30195.92,10000.0,2.0,GRID
11148,SELL,30336.13,8454.65,1.6909,GRID
11150,BUY,30319.78,8064.44,4.8387,FLAT
11238,BUY,29846.68,7941.03,1.5882,GRID
11246,SELL,29919.2,7960.32,4.7762,FLAT
11296,BUY,29908.67,7256.24,1.4512,GRID
11303,BUY,29793.38,4488.71,0.8977,GRID
11313,SELL,30139.26,10000.0,2.0,GRID
11335,SELL,30254.55,9855.95,1.9712,GRID
11341,SELL,30369.85,5798.72,1.1597,GRID
11346,BUY,30679.68,13966.09,8.3797,FLAT
11426,BUY,30334.84,2829.43,0.5659,GRID
11429,BUY,30216.56,5025.96,1.0052,GRID
11433,SELL,30270.57,7858.38,4.715,FLAT
11502,BUY,30148.19,5665.96,1.1332,GRID
11505,BUY,30006.93,5544.83,1.109,GRID
11521,BUY,29865.68,3789.22,0.7578,GRID
11541,SELL,29784.17,14880.08,8.928,FLAT
11563,SELL,30219.83,8304.7,1.6609,GRID
11569,SELL,30363.16,3966.11,0.7932,GRID
11589,BUY,29933.16,10000.0,2.0,GRID
11602,BUY,29789.83,8877.13,1.7754,GRID
11606,BUY,29646.5,1998.32,0.3997,GRID
11608,SELL,29488.99,8671.02,5.2026,FLAT
11685,SELL,29638.34,4771.13,0.9542,GRID
11686,BUY,29430.8,10000.0,2.0,GRID
11688,BUY,29327.03,5711.61,1.1423,GRID
11715,SELL,29742.11,10000.0,2.0,GRID
11718,SELL,29845.88,10000.0,2.0,GRID
11730,BUY,29959.07,8919.43,5.3517,FLAT
11796,SELL,29996.02,6209.87,1.242,GRID
11798,BUY,29685.71,9602.13,1.9204,GRID
11808,BUY,29530.56,8548.58,1.7097,GRID
11811,SELL,29443.89,11951.82,7.1711,FLAT
11913,SELL,29140.4,3852.03,0.7704,GRID
11913,SELL,29248.15,5153.61,1.0307,GRID
11917,SELL,29355.9,5994.37,1.1989,GRID
11924,BUY,29302.86,15020.29,9.0122,FLAT
11979,BUY,28750.0,10000.0,2.0,GRID
11982,BUY,28570.18,4273.97,0.8548,GRID
11991,SELL,28511.49,14182.23,8.5093,FLAT
12031,SELL,29185.65,4799.79,0.96,GRID
12033,BUY,29235.07,4807.91,2.8847,FLAT
12126,SELL,29182.32,6695.27,1.3391,GRID
12153,SELL,29325.54,6223.37,1.2447,GRID
12154,SELL,29468.75,2081.36,0.4163,GRID
12161,BUY,29655.27,15191.66,9.115,FLAT
12316,SELL,29051.3,6034.74,1.2069,GRID
12320,SELL,29165.1,5179.72,1.0359,GRID
12322,SELL,29278.89,3785.54,0.7571,GRID
12325,BUY,29331.01,15094.31,9.0566,FLAT
12378,SELL,29242.35,6395.67,1.2791,GRID
12379,SELL,29349.53,5126.12,1.0252,GRID
12382,SELL,29456.71,3478.21,0.6956,GRID
12384,BUY,29498.89,15087.18,9.0523,FLAT
12423,SELL,29349.13,7209.16,1.4418,GRID
12431,SELL,29485.22,4878.57,0.9757,GRID
12455,BUY,29076.96,10000.0,2.0,GRID
12462,BUY,28940.87,8831.63,1.7663,GRID
12464,SELL,29037.61,6910.47,4.1463,FLAT
12517,SELL,29463.58,8175.26,1.6351,GRID
12522,BUY,29524.17,8192.07,4.9152,FLAT
12636,BUY,29390.5,7274.64,1.4549,GRID
12647,SELL,29385.28,7273.34,4.364,FLAT
12714,BUY,29559.66,4992.27,0.9985,GRID
12721,BUY,29403.1,6522.85,1.3046,GRID
12725,BUY,29246.55,3484.87,0.697,GRID
12741,SELL,29872.77,10000.0,2.0,GRID
12749,SELL,30029.33,9093.1,1.8186,GRID
