bar,side,px,notional,fee,kind
3719,SELL,17069.78,1244.72,0.2489,GRID
3719,SELL,17123.1,500.0,0.1,GRID
3722,BUY,17191.47,11858.44,7.1151,FLAT
4000,SELL,21314.61,10000.0,2.0,GRID
4004,BUY,22288.37,10456.85,6.2741,FLAT
4172,SELL,23288.91,10000.0,2.0,GRID
4205,BUY,23249.5,9983.08,5.9898,FLAT
4291,BUY,22779.41,9183.06,1.8366,GRID
4291,SELL,23204.31,10000.0,2.0,GRID
4291,SELL,23416.77,1278.19,0.2556,GRID
4292,SELL,23629.22,10000.0,2.0,GRID
4296,BUY,24189.85,12230.72,7.3384,FLAT
4380,BUY,23160.95,5301.62,1.0603,GRID
4385,BUY,22900.88,6349.75,1.27,GRID
4386,SELL,22843.92,11563.01,6.9378,FLAT
4453,BUY,23061.65,8535.85,1.7072,GRID
4456,BUY,22796.9,5301.25,1.0602,GRID
4467,BUY,22532.16,1162.91,0.2326,GRID
4469,SELL,22603.08,14788.86,8.8733,FLAT
4597,BUY,21592.57,10000.0,2.0,GRID
4597,SELL,21847.61,10000.0,2.0,GRID
4598,SELL,21975.12,10000.0,2.0,GRID
4598,SELL,22102.64,2217.29,0.4435,GRID
4603,BUY,22208.65,12214.12,7.3285,FLAT
4737,SELL,24808.8,10000.0,2.0,GRID
4745,BUY,24810.05,10000.5,6.0003,FLAT
4778,BUY,23988.56,2465.77,0.4932,GRID
4780,SELL,24155.23,2482.9,1.4897,FLAT
4911,BUY,23622.44,4789.76,0.958,GRID
4912,BUY,23441.42,4282.92,0.8566,GRID
4912,BUY,23260.39,5927.32,1.1855,GRID
4952,SELL,23867.78,15282.42,9.1695,FLAT
4987,SELL,23485.06,4730.95,0.9462,GRID
4993,BUY,23132.84,10000.0,2.0,GRID
4993,BUY,22956.74,4629.16,0.9258,GRID
4993,BUY,22780.63,3664.85,0.733,GRID
4994,SELL,22348.57,13260.83,7.9565,FLAT
5099,BUY,22328.47,10000.0,2.0,GRID
5103,BUY,22196.28,2418.73,0.4837,GRID
5103,BUY,22064.08,528.9,0.1058,GRID
5116,SELL,22141.79,12859.95,7.716,FLAT
5230,BUY,21361.55,2192.28,0.4385,GRID
5231,SELL,22043.21,3894.46,0.7789,GRID
5232,BUY,22446.02,1662.05,0.9972,FLAT
5490,SELL,28333.75,10000.0,2.0,GRID
5500,BUY,28130.41,9928.23,5.9569,FLAT
5582,BUY,26610.39,6756.46,1.3513,GRID
5583,SELL,27196.85,5837.97,1.1676,GRID
5586,SELL,26968.94,1058.46,0.6351,FLAT
5623,SELL,28445.13,10000.0,2.0,GRID
5625,BUY,28382.23,9977.89,5.9867,FLAT
5676,SELL,28448.9,10000.0,2.0,GRID
5679,BUY,28430.76,9993.62,5.9962,FLAT
5724,BUY,28137.85,4476.61,0.8953,GRID
5727,BUY,28010.43,5803.49,1.1607,GRID
5730,BUY,27883.02,4719.9,0.944,GRID
5737,SELL,27719.09,14845.26,8.9072,FLAT
5772,SELL,28397.76,10000.0,2.0,GRID
5783,SELL,28684.48,2518.98,0.5038,GRID
5790,BUY,28525.21,12549.87,7.5299,FLAT
5807,BUY,27952.05,8138.09,1.6276,GRID
5817,SELL,27850.0,8108.38,4.865,FLAT
5838,BUY,27816.9,6623.87,1.3248,GRID
5843,SELL,27892.63,6641.91,3.9851,FLAT
5858,SELL,28012.21,5827.86,1.1656,GRID
5860,SELL,28144.15,4811.08,0.9622,GRID
5900,SELL,28276.09,4361.06,0.8722,GRID
5911,BUY,28295.16,15087.62,9.0526,FLAT
6040,BUY,30242.96,4898.36,0.9797,GRID
6066,SELL,30527.64,5912.41,1.1825,GRID
6071,BUY,30100.61,9610.92,1.9222,GRID
6071,BUY,29958.27,6403.12,1.2806,GRID
6079,SELL,29918.1,14998.58,8.9991,FLAT
6125,BUY,30104.73,9450.83,1.8902,GRID
6126,SELL,30077.76,9442.36,5.6654,FLAT
6397,SELL,29352.92,6980.51,1.3961,GRID
6398,SELL,29467.64,4885.54,0.9771,GRID
6398,SELL,29582.36,3133.95,0.6268,GRID
6406,BUY,29233.21,14895.68,8.9374,FLAT
6552,SELL,29084.55,5827.1,1.1654,GRID
6561,BUY,28847.74,5779.66,3.4678,FLAT
6570,BUY,28778.77,4516.82,0.9034,GRID
6574,BUY,28603.9,4693.17,0.9386,GRID
6574,BUY,28429.02,5790.01,1.158,GRID
6576,SELL,28220.34,14806.92,8.8842,FLAT
6743,BUY,26745.59,6998.45,1.3997,GRID
6744,SELL,27067.65,6000.04,1.2,GRID
6744,SELL,27228.69,3906.32,0.7813,GRID
6749,SELL,27389.72,10000.0,2.0,GRID
6751,BUY,27434.67,12854.92,7.713,FLAT
6792,SELL,27234.62,2519.02,0.5038,GRID
6798,BUY,26833.06,9599.06,1.9198,GRID
6802,BUY,26632.29,3067.76,0.6136,GRID
6806,SELL,26796.93,10194.32,6.1166,FLAT
6836,SELL,27041.02,4918.15,0.9836,GRID
6845,BUY,26902.72,4893.0,2.9358,FLAT
6880,BUY,27077.86,4604.33,0.9209,GRID
6880,BUY,27016.28,4755.05,0.951,GRID
6880,BUY,26954.69,5640.62,1.1281,GRID
6887,SELL,27201.04,9541.82,1.9084,GRID
6887,SELL,27262.62,9120.31,1.8241,GRID
6913,BUY,26649.67,3464.82,2.0789,FLAT
6936,SELL,27093.75,5003.49,1.0007,GRID
6938,SELL,27286.98,3540.72,0.7081,GRID
6940,SELL,27480.21,6455.79,1.2912,GRID
6944,BUY,27273.54,14982.91,8.9897,FLAT
6972,BUY,26568.54,5936.57,1.1873,GRID
6972,BUY,26388.49,6541.34,1.3083,GRID
6973,BUY,26208.45,2522.09,0.5044,GRID
6974,SELL,26314.69,14935.21,8.9611,FLAT
7044,BUY,26574.78,3912.45,0.7825,GRID
7055,SELL,26959.64,7394.75,1.4789,GRID
7056,SELL,27152.07,5530.58,1.1061,GRID
7059,BUY,27167.97,8985.93,5.3916,FLAT
7141,BUY,26904.94,6868.82,1.3738,GRID
7144,SELL,27055.4,6907.23,4.1443,FLAT
7214,SELL,27323.48,8217.16,1.6434,GRID
7220,BUY,26937.32,9928.13,1.9856,GRID
7252,BUY,26744.24,10000.0,2.0,GRID
7262,BUY,26551.15,3158.45,0.6317,GRID
7263,SELL,25809.05,14471.06,8.6826,FLAT
7304,BUY,26485.59,6183.52,1.2367,GRID
7308,SELL,26818.62,6261.28,3.7568,FLAT
7356,SELL,26718.1,5145.2,1.029,GRID
7364,BUY,26479.52,5099.26,3.0596,FLAT
7451,SELL,26282.56,2383.27,0.4767,GRID
7454,BUY,25877.46,6688.55,1.3377,GRID
7483,BUY,25674.92,8334.38,1.6669,GRID
7483,BUY,25472.37,2360.35,0.4721,GRID
7486,SELL,25128.6,14701.89,8.8211,FLAT
7528,SELL,26173.48,3051.9,0.6104,GRID
7529,SELL,26387.19,6884.5,1.3769,GRID
7530,BUY,26382.43,9959.52,5.9757,FLAT
7758,SELL,30563.55,7127.87,1.4256,GRID
7767,BUY,30029.17,10000.0,2.0,GRID
7789,SELL,30830.74,9273.36,1.8547,GRID
7820,BUY,30134.38,6056.65,3.634,FLAT
7849,SELL,30683.54,9247.34,1.8495,GRID
7851,SELL,30917.06,2849.74,0.5699,GRID
7851,SELL,31150.59,2902.92,0.5806,GRID
7852,BUY,30736.63,14960.79,8.9765,FLAT
7934,SELL,31010.94,10000.0,2.0,GRID
7937,BUY,31199.14,10060.69,6.0364,FLAT
7977,SELL,30554.51,5619.62,1.1239,GRID
7977,SELL,30678.8,5747.65,1.1495,GRID
7979,BUY,30305.91,6923.25,1.3847,GRID
7986,BUY,30431.95,4346.43,2.6079,FLAT
8002,BUY,30956.02,2802.6,0.5605,GRID
8003,BUY,30680.41,5814.02,1.1628,GRID
8004,BUY,30404.79,6383.38,1.2767,GRID
8013,SELL,30167.3,14781.5,8.8689,FLAT
8077,BUY,30243.09,5586.18,1.1172,GRID
8077,SELL,30438.95,5585.38,1.1171,GRID
8083,BUY,30145.16,9122.38,1.8245,GRID
8087,BUY,30047.23,5876.82,1.1754,GRID
8099,SELL,30161.47,15063.12,9.0379,FLAT
8105,SELL,30434.37,6209.78,1.242,GRID
8106,SELL,30590.54,4894.0,0.9788,GRID
8106,SELL,30746.7,3896.22,0.7792,GRID
8114,BUY,30476.0,14955.87,8.9735,FLAT
8168,SELL,30521.35,7138.32,1.4277,GRID
8174,SELL,30744.69,5525.48,1.1051,GRID
8174,SELL,30968.03,2336.2,0.4672,GRID
8179,BUY,31372.91,15342.61,9.2056,FLAT
8336,SELL,30374.29,7380.33,1.4761,GRID
8341,BUY,30031.25,10000.0,2.0,GRID
8341,BUY,29859.73,6377.24,1.2754,GRID
8341,BUY,29688.21,1708.54,0.3417,GRID
8361,SELL,29793.36,10759.26,6.4556,FLAT
8398,BUY,29779.26,10000.0,2.0,GRID
8398,BUY,29633.46,2498.36,0.4997,GRID
8416,SELL,30070.86,7505.36,1.5011,GRID
8417,SELL,30216.66,10000.0,2.0,GRID
8432,BUY,29487.67,10000.0,2.0,GRID
8435,SELL,29232.0,5223.92,3.1343,FLAT
8510,BUY,29273.42,9500.34,1.9001,GRID
8587,BUY,29058.49,5465.02,1.093,GRID
8617,BUY,28843.56,500.0,0.1,GRID
8624,SELL,28928.37,15330.37,9.1982,FLAT
8643,BUY,29585.15,1805.44,0.3611,GRID
8650,SELL,29562.49,1804.06,1.0824,FLAT
8677,SELL,29405.18,5534.07,1.1068,GRID
8705,BUY,28966.84,10000.0,2.0,GRID
8738,SELL,29063.99,4563.68,2.7382,FLAT
8756,BUY,29069.2,7033.76,1.4068,GRID
8756,SELL,29202.36,5432.27,1.0865,GRID
8773,BUY,29002.63,8024.58,1.6049,GRID
8774,BUY,28936.05,5373.93,1.0748,GRID
8780,SELL,29268.93,10000.0,2.0,GRID
8794,SELL,29335.51,10000.0,2.0,GRID
8799,BUY,29748.0,4884.52,2.9307,FLAT
8871,BUY,29304.48,6254.12,1.2508,GRID
8929,BUY,29142.88,5905.06,1.181,GRID
8942,SELL,29627.66,10000.0,2.0,GRID
8990,SELL,29106.55,2285.46,1.3713,FLAT
9135,BUY,25877.12,10000.0,2.0,GRID
9140,BUY,25704.24,500.0,0.1,GRID
9140,BUY,25531.36,500.0,0.1,GRID
9159,SELL,26222.88,10000.0,2.0,GRID
9159,SELL,26395.76,5875.96,1.1752,GRID
9160,SELL,26568.64,5643.5,1.1287,GRID
9164,BUY,26320.02,10288.25,6.173,FLAT
9205,BUY,25907.83,10000.0,2.0,GRID
9301,SELL,26331.59,10000.0,2.0,GRID
9301,SELL,26543.46,9052.45,1.8105,GRID
9301,SELL,26755.34,5673.44,1.1347,GRID
9303,BUY,27999.99,15312.63,9.1876,FLAT
9356,BUY,25670.1,10000.0,2.0,GRID
9359,SELL,26051.97,10148.76,6.0893,FLAT
9452,BUY,25709.12,9687.35,1.9375,GRID
9458,BUY,25581.56,2796.61,0.5593,GRID
9496,BUY,25454.0,2516.04,0.5032,GRID
9496,SELL,25964.24,10000.0,2.0,GRID
9524,SELL,26091.8,10000.0,2.0,GRID
9524,SELL,26219.36,4636.41,0.9273,GRID
9529,BUY,26248.33,9456.35,5.6738,FLAT
9567,SELL,25939.28,5096.8,1.0194,GRID
9579,BUY,25750.56,10000.0,2.0,GRID
9591,BUY,25656.2,5759.33,1.1519,GRID
9597,SELL,26033.64,10000.0,2.0,GRID
9613,BUY,25561.84,10000.0,2.0,GRID
9615,SELL,25185.01,10663.9,6.3983,FLAT
9639,SELL,26439.03,3174.56,0.6349,GRID
9645,BUY,25970.01,3118.24,1.8709,FLAT
9766,SELL,26508.74,5415.75,1.0832,GRID
9769,SELL,26581.13,5717.08,1.1434,GRID
9769,SELL,26653.51,3867.17,0.7734,GRID
9779,BUY,27371.35,15450.34,9.2702,FLAT
9852,BUY,26474.87,4622.93,0.9246,GRID
9860,SELL,26613.67,4647.17,2.7883,FLAT
9996,BUY,26591.25,7237.6,1.4475,GRID
9997,BUY,26460.03,4121.67,0.8243,GRID
9997,BUY,26328.8,3640.73,0.7281,GRID
10021,SELL,26853.71,7355.0,1.471,GRID
10022,SELL,26984.93,6827.2,1.3654,GRID
10023,SELL,27116.16,10000.0,2.0,GRID
10024,BUY,27160.13,8947.82,5.3687,FLAT
10147,BUY,27234.82,4358.85,0.8718,GRID
10160,SELL,27635.98,4461.38,0.8923,GRID
10170,SELL,27836.56,3519.51,0.7039,GRID
10180,BUY,27641.31,3533.15,2.1199,FLAT
10207,SELL,27662.27,6487.29,1.2975,GRID
10212,BUY,27526.1,6455.36,3.8732,FLAT
10220,SELL,28226.81,10000.0,2.0,GRID
10224,BUY,27901.94,9884.91,5.9309,FLAT
10279,BUY,27780.42,3303.28,0.6607,GRID
10280,BUY,27622.62,5363.8,1.0728,GRID
10280,BUY,27464.83,6332.92,1.2666,GRID
10288,SELL,27589.76,14999.76,8.9999,FLAT
10410,BUY,26862.43,5594.19,1.1188,GRID
10412,BUY,26798.28,5250.86,1.0502,GRID
10432,SELL,26990.73,9497.74,1.8995,GRID
10433,SELL,27054.88,9007.47,1.8015,GRID
10435,SELL,27119.03,7339.84,1.468,GRID
10440,BUY,27194.96,14992.08,8.9952,FLAT
10762,SELL,34311.65,4693.9,0.9388,GRID
10764,SELL,34511.23,6692.34,1.3385,GRID
10768,SELL,34710.8,3613.76,0.7228,GRID
10788,BUY,34660.84,15071.58,9.0429,FLAT
10815,SELL,34469.16,10000.0,2.0,GRID
10835,SELL,34731.3,4316.38,0.8633,GRID
10836,SELL,34993.45,500.0,0.1,GRID
10845,BUY,35280.28,15124.03,9.0744,FLAT
10885,SELL,34758.52,9141.32,1.8283,GRID
10917,SELL,35088.96,1082.58,0.2165,GRID
10923,BUY,35151.11,10329.07,6.1974,FLAT
10976,BUY,34715.7,4644.5,0.9289,GRID
10985,SELL,35394.28,10000.0,2.0,GRID
10987,SELL,35733.58,2520.05,0.504,GRID
10992,BUY,35375.06,7756.62,4.654,FLAT
11122,BUY,36786.22,5274.4,1.0549,GRID
11125,BUY,36549.11,5251.23,1.0502,GRID
11129,SELL,36746.99,10548.44,6.3291,FLAT
11132,BUY,36491.22,10000.0,2.0,GRID
11135,BUY,36197.26,2289.74,0.4579,GRID
11137,SELL,36426.99,12286.67,7.372,FLAT
11247,SELL,36765.44,5806.72,1.1613,GRID
11253,BUY,36506.0,5765.75,3.4594,FLAT
11270,BUY,36427.31,7483.38,1.4967,GRID
11273,SELL,36709.23,8083.49,1.6167,GRID
11273,SELL,36850.19,6680.71,1.3361,GRID
11275,SELL,36991.14,7719.18,1.5438,GRID
11284,BUY,37132.88,15029.17,9.0175,FLAT
11446,BUY,37354.66,6087.06,1.2174,GRID
11454,BUY,37092.87,5581.93,1.1164,GRID
11459,SELL,36971.61,11588.33,6.953,FLAT
11490,SELL,38297.73,10000.0,2.0,GRID
11497,BUY,37931.59,9904.4,5.9426,FLAT
11544,BUY,37707.73,5284.37,1.0569,GRID
11547,SELL,38184.31,10000.0,2.0,GRID
11550,BUY,38244.08,4656.12,2.7937,FLAT
11766,SELL,44014.65,10000.0,2.0,GRID
11784,BUY,43474.77,10000.0,2.0,GRID
11784,BUY,43204.83,10000.0,2.0,GRID
11785,BUY,42934.88,835.59,0.1671,GRID
11787,SELL,42164.0,10698.64,6.4192,FLAT
11916,SELL,42528.17,3345.22,0.669,GRID
11941,BUY,41603.91,10000.0,2.0,GRID
11946,SELL,42105.91,6808.66,4.0852,FLAT
12117,BUY,43426.12,4892.33,0.9785,GRID
12117,BUY,43189.13,3830.72,0.7661,GRID
12117,BUY,42952.15,6276.95,1.2554,GRID
12121,SELL,43063.59,14964.31,8.9786,FLAT
12197,BUY,43105.56,4703.62,0.9407,GRID
12204,BUY,42644.62,5609.31,1.1219,GRID
12215,SELL,42407.11,10205.47,6.1233,FLAT
12285,BUY,42315.41,7804.23,1.5608,GRID
12305,SELL,43003.43,7741.69,1.5483,GRID
12306,SELL,43347.44,4803.29,0.9607,GRID
12307,BUY,43687.86,4648.56,2.7891,FLAT
12384,BUY,43675.38,5996.17,1.1992,GRID
12384,BUY,43032.76,4531.78,0.9064,GRID
12394,SELL,43771.34,10618.9,6.3713,FLAT
12403,SELL,44226.64,6393.41,1.2787,GRID
12413,BUY,43454.7,6281.81,3.7691,FLAT
12444,SELL,44416.58,2347.93,0.4696,GRID
12446,BUY,44047.57,2328.42,1.3971,FLAT
12466,SELL,44360.56,3154.1,0.6308,GRID
12467,SELL,44808.24,2460.8,0.4922,GRID
12468,BUY,44911.58,5659.76,3.3959,FLAT
12566,SELL,45016.7,5016.48,1.0033,GRID
12567,BUY,43907.32,6826.13,1.3652,GRID
12567,BUY,43352.63,4758.06,0.9516,GRID
12568,SELL,43803.99,6736.32,4.0418,FLAT
12685,BUY,42366.11,10000.0,2.0,GRID
12711,BUY,42053.66,2278.28,0.4557,GRID
12711,BUY,41741.2,1615.06,0.323,GRID
12714,SELL,41022.32,13492.46,8.0955,FLAT
12896,SELL,40398.18,3678.29,0.7357,GRID
12897,SELL,40662.55,4140.65,0.8281,GRID
12898,SELL,40926.93,7181.06,1.4362,GRID
12901,BUY,41588.0,15318.56,9.1911,FLAT
13055,SELL,43409.33,10000.0,2.0,GRID
13065,BUY,43122.48,9933.92,5.9604,FLAT
13109,BUY,42858.98,4644.19,0.9288,GRID
13123,BUY,42549.17,6365.18,1.273,GRID
13125,BUY,42239.37,3990.63,0.7981,GRID
13140,SELL,43478.58,10000.0,2.0,GRID
13195,SELL,43788.39,2418.26,0.4837,GRID
13195,SELL,44098.19,501.36,0.1003,GRID
13196,SELL,44185.96,2467.28,1.4804,FLAT
13449,SELL,52018.48,10000.0,2.0,GRID
13500,SELL,52556.97,2386.3,0.4773,GRID
13504,BUY,50941.5,5006.38,1.0013,GRID
13532,BUY,51385.34,7161.39,4.2968,FLAT
13555,SELL,51985.76,10000.0,2.0,GRID
13562,BUY,51034.22,10000.0,2.0,GRID
13567,SELL,50958.54,182.77,0.1097,FLAT
13609,SELL,51799.58,6340.89,1.2682,GRID
13620,BUY,51612.92,6318.04,3.7908,FLAT
13640,SELL,51210.04,3456.64,0.6913,GRID
13645,SELL,51470.1,4873.15,0.9746,GRID
13646,SELL,51730.15,6670.21,1.334,GRID
13648,BUY,53502.6,15575.73,9.3454,FLAT
13852,SELL,65967.36,6917.29,1.3835,GRID
13854,BUY,66676.46,6991.65,4.195,FLAT
14065,BUY,69488.89,3481.15,0.6962,GRID
14066,BUY,67872.2,5648.76,1.1298,GRID
14068,SELL,67441.1,8991.45,5.3949,FLAT
14242,BUY,64429.65,2237.82,0.4476,GRID
14244,SELL,63058.61,2190.2,1.3141,FLAT
14278,BUY,64530.03,3438.84,0.6878,GRID
14289,SELL,65098.01,3469.11,2.0815,FLAT
14446,BUY,69576.0,5306.81,1.0614,GRID
14452,SELL,70273.82,8523.81,1.7048,GRID
14460,SELL,70622.73,6974.16,1.3948,GRID
14465,SELL,70971.64,4808.84,0.9618,GRID
14467,BUY,70840.0,14984.8,8.9909,FLAT
14485,BUY,68896.88,3990.7,0.7981,GRID
14486,BUY,68239.75,4774.89,0.955,GRID
14487,SELL,68566.16,8769.28,5.2616,FLAT
14569,BUY,67580.19,2746.15,0.5492,GRID
14572,BUY,66554.38,4895.33,0.9791,GRID
14586,SELL,67412.4,7697.77,4.6187,FLAT
14748,BUY,70032.89,5893.88,1.1788,GRID
14749,BUY,69531.53,5118.09,1.0236,GRID
14751,BUY,69030.18,3988.03,0.7976,GRID
14753,SELL,66492.0,14331.63,8.599,FLAT
15141,BUY,63329.06,6450.48,1.2901,GRID
15141,BUY,62927.62,4592.76,0.9186,GRID
15146,BUY,62526.19,3956.75,0.7914,GRID
15147,SELL,62542.0,14892.69,8.9356,FLAT
15175,SELL,62701.57,3986.21,0.7972,GRID
15176,BUY,61688.01,3921.77,2.3531,FLAT
15421,BUY,62462.77,6016.47,1.2033,GRID
15421,BUY,61900.09,4691.94,0.9384,GRID
15421,BUY,61337.42,4291.59,0.8583,GRID
15426,SELL,60716.97,14698.75,8.8193,FLAT
15481,BUY,61067.73,7847.4,1.5695,GRID
15486,SELL,61958.05,5312.44,1.0625,GRID
15486,SELL,62403.22,7223.67,1.4447,GRID
15487,SELL,62848.38,10000.0,2.0,GRID
15490,BUY,62738.0,14562.14,8.7373,FLAT
15534,SELL,62092.68,3388.9,0.6778,GRID
15536,SELL,62870.37,6436.14,1.2872,GRID
15539,SELL,63648.07,5174.96,1.035,GRID
15540,BUY,64145.99,15283.14,9.1699,FLAT
15651,SELL,67072.51,10000.0,2.0,GRID
15663,SELL,67624.62,628.72,0.1257,GRID
15663,SELL,68176.74,500.0,0.1,GRID
15665,BUY,68728.41,11389.91,6.8339,FLAT
15737,BUY,67058.88,7555.88,1.5112,GRID
15740,SELL,67992.77,7661.11,4.5967,FLAT
15798,SELL,69399.18,4670.04,0.934,GRID
15812,BUY,68652.78,3347.04,0.6694,GRID
15812,BUY,68279.59,5963.36,1.1927,GRID
15830,SELL,69772.37,10000.0,2.0,GRID
15830,SELL,70145.57,7461.27,1.4923,GRID
15833,BUY,69985.5,12659.92,7.596,FLAT
15849,SELL,68778.74,4538.1,0.9076,GRID
15858,BUY,68424.29,4514.72,2.7088,FLAT
15906,SELL,69358.09,7284.93,1.457,GRID
