bar,side,px,notional,fee,kind
6749,SELL,27383.89,10000.0,2.0,GRID
6752,BUY,27390.5,13397.02,8.0382,FLAT
6798,BUY,26897.81,8024.76,1.605,GRID
6802,BUY,26697.04,4095.25,0.819,GRID
6807,SELL,26905.1,12154.11,7.2925,FLAT
6836,SELL,27027.64,4930.36,0.9861,GRID
6881,SELL,27090.64,5686.56,1.1373,GRID
6884,BUY,26967.46,5742.32,1.1485,GRID
6887,SELL,27152.22,8054.63,1.6109,GRID
6887,SELL,27213.81,7001.12,1.4002,GRID
6897,BUY,26905.88,10000.0,2.0,GRID
6898,BUY,26844.29,10000.0,2.0,GRID
6936,SELL,27065.26,5249.37,1.0499,GRID
6938,SELL,27258.49,3396.37,0.6793,GRID
6940,SELL,27451.72,6354.25,1.2709,GRID
6945,BUY,27327.8,14733.52,8.8401,FLAT
6972,BUY,26570.76,5939.51,1.1879,GRID
6972,BUY,26390.71,6454.0,1.2908,GRID
6973,BUY,26210.67,2606.5,0.5213,GRID
6975,SELL,26238.01,14890.99,8.9346,FLAT
7044,BUY,26555.23,4200.78,0.8402,GRID
7055,SELL,26940.09,7946.91,1.5894,GRID
7056,SELL,27132.52,5627.62,1.1255,GRID
7220,BUY,26960.18,5829.71,1.1659,GRID
7245,SELL,27346.34,10000.0,2.0,GRID
7252,BUY,26767.1,10000.0,2.0,GRID
7262,BUY,26574.01,3743.53,0.7487,GRID
7304,BUY,26509.7,5335.65,1.0671,GRID
7356,SELL,26725.78,5317.65,1.0635,GRID
7451,SELL,26276.46,2219.88,0.444,GRID
7454,BUY,25871.37,6975.53,1.3951,GRID
7483,BUY,25668.83,8098.93,1.6198,GRID
7483,BUY,25466.28,2145.41,0.4291,GRID
7487,SELL,25206.51,15325.98,9.1956,FLAT
7528,BUY,26107.28,3227.16,0.6454,GRID
7758,SELL,30512.36,6953.29,1.3907,GRID
7768,BUY,29977.98,10000.0,2.0,GRID
7786,SELL,30779.54,10000.0,2.0,GRID
7849,SELL,30712.33,9015.91,1.8032,GRID
7851,SELL,30945.86,2587.73,0.5175,GRID
7851,SELL,31179.38,3396.36,0.6793,GRID
7853,BUY,30665.99,17838.3,10.703,FLAT
7934,SELL,30915.13,10000.0,2.0,GRID
7938,BUY,31255.84,10110.21,6.0661,FLAT
7979,BUY,30280.0,4071.96,0.8144,GRID
7984,SELL,30528.6,6936.4,1.3873,GRID
8002,SELL,31122.17,10000.0,2.0,GRID
8003,BUY,30570.93,10000.0,2.0,GRID
8005,BUY,30295.32,7881.5,1.5763,GRID
8005,BUY,30019.7,6771.77,1.3544,GRID
8014,SELL,29895.43,11922.12,7.1533,FLAT
8082,BUY,30251.54,5494.01,1.0988,GRID
8083,BUY,30153.61,5643.04,1.1286,GRID
8087,BUY,30055.68,3862.95,0.7726,GRID
8100,SELL,30209.7,15022.69,9.0136,FLAT
8105,BUY,30372.83,6306.33,1.2613,GRID
8106,SELL,30685.17,10000.0,2.0,GRID
8107,SELL,30841.34,5935.06,1.187,GRID
8107,SELL,30997.5,4488.63,0.8977,GRID
8108,BUY,30216.66,10000.0,2.0,GRID
8168,SELL,30520.67,7133.93,1.4268,GRID
8174,SELL,30744.01,5533.01,1.1066,GRID
8174,SELL,30967.35,2333.06,0.4666,GRID
8180,BUY,31254.01,19177.82,11.5067,FLAT
8341,BUY,30093.03,9250.97,1.8502,GRID
8341,BUY,29921.51,4120.9,0.8242,GRID
8341,BUY,29749.99,1628.13,0.3256,GRID
8362,SELL,29778.51,14885.18,8.9311,FLAT
8398,BUY,29755.92,10000.0,2.0,GRID
8416,SELL,30047.52,6310.53,1.2621,GRID
8417,SELL,30193.32,9326.48,1.8653,GRID
8418,SELL,30339.11,9362.99,1.8726,GRID
8432,BUY,29610.12,10000.0,2.0,GRID
8432,BUY,29464.33,764.08,0.1528,GRID
8510,BUY,29245.06,10000.0,2.0,GRID
8617,BUY,29030.13,4089.88,0.818,GRID
8617,BUY,28815.2,500.0,0.1,GRID
8625,SELL,28928.01,10772.05,6.4632,FLAT
8647,BUY,29551.13,2023.3,0.4047,GRID
8677,SELL,29389.85,5858.56,1.1717,GRID
8705,BUY,28951.51,10000.0,2.0,GRID
8756,SELL,29153.16,4708.96,0.9418,GRID
8759,BUY,29020.0,9416.7,1.8833,GRID
8761,SELL,29219.73,10000.0,2.0,GRID
8774,BUY,28953.43,10000.0,2.0,GRID
8774,BUY,28886.85,7884.07,1.5768,GRID
8788,SELL,29286.31,10000.0,2.0,GRID
8871,BUY,29303.42,6297.86,1.2596,GRID
8929,BUY,29141.82,5866.25,1.1733,GRID
8942,SELL,29626.6,10000.0,2.0,GRID
8991,SELL,29086.52,11367.11,6.8203,FLAT
9135,BUY,25892.73,10000.0,2.0,GRID
9140,BUY,25719.85,500.0,0.1,GRID
9140,BUY,25546.97,500.0,0.1,GRID
9159,SELL,26238.49,10000.0,2.0,GRID
9159,SELL,26411.37,6154.52,1.2309,GRID
9160,SELL,26584.25,5724.95,1.145,GRID
9165,BUY,26456.0,10695.51,6.4173,FLAT
9205,BUY,25968.17,10000.0,2.0,GRID
9301,SELL,26391.93,10000.0,2.0,GRID
9301,SELL,26603.8,7963.85,1.5928,GRID
9301,SELL,26815.68,5593.71,1.1187,GRID
9304,BUY,27892.07,13995.28,8.3972,FLAT
9452,SELL,25805.27,2733.44,0.5467,GRID
9493,BUY,25550.15,10000.0,2.0,GRID
9496,BUY,25422.59,7428.9,1.4858,GRID
9496,SELL,25932.83,9130.99,1.8262,GRID
9524,SELL,26060.39,10000.0,2.0,GRID
9579,BUY,25786.91,8476.97,1.6954,GRID
9591,BUY,25692.55,4741.14,0.9482,GRID
9594,BUY,25598.19,1781.89,0.3564,GRID
9597,SELL,25975.63,10000.0,2.0,GRID
9639,SELL,26530.61,500.0,0.1,GRID
9764,BUY,26412.53,4093.94,0.8188,GRID
9769,SELL,26557.31,8699.88,1.74,GRID
9769,SELL,26629.7,6758.81,1.3518,GRID
9769,SELL,26702.08,3635.26,0.7271,GRID
9780,BUY,27255.21,14762.3,8.8574,FLAT
9852,SELL,26587.31,7620.6,1.5241,GRID
9996,SELL,26752.77,7908.3,1.5817,GRID
9997,BUY,26490.31,8357.6,1.6715,GRID
9997,BUY,26359.09,5681.55,1.1363,GRID
9997,BUY,26227.86,8869.16,1.7738,GRID
10021,SELL,26883.99,10000.0,2.0,GRID
10022,SELL,27015.22,10000.0,2.0,GRID
10025,BUY,26959.34,12270.92,7.3626,FLAT
10153,SELL,27501.06,7652.63,1.5305,GRID
10170,SELL,27701.64,1624.12,0.3248,GRID
10209,SELL,27709.05,4355.85,0.8712,GRID
10212,BUY,27205.29,6488.69,1.2977,GRID
10220,SELL,28275.05,10000.0,2.0,GRID
10225,BUY,27878.83,16985.33,10.1912,FLAT
10279,BUY,27763.93,3163.24,0.6326,GRID
10280,BUY,27606.13,5739.87,1.148,GRID
10280,BUY,27448.34,6096.89,1.2194,GRID
10289,SELL,27565.31,14994.86,8.9969,FLAT
10411,BUY,26825.36,6099.05,1.2198,GRID
10428,SELL,26953.66,7314.82,1.463,GRID
10433,SELL,27017.81,7279.16,1.4558,GRID
10435,SELL,27081.96,6505.07,1.301,GRID
10441,BUY,27191.29,15054.29,9.0326,FLAT
10763,SELL,34325.68,4653.43,0.9307,GRID
10766,SELL,34525.26,6914.98,1.383,GRID
10768,SELL,34724.83,3431.59,0.6863,GRID
10789,BUY,34611.69,15044.9,9.0269,FLAT
10818,SELL,34577.99,10000.0,2.0,GRID
10835,SELL,34840.13,2327.38,0.4655,GRID
10836,SELL,35102.28,500.0,0.1,GRID
10846,BUY,35421.43,13114.69,7.8688,FLAT
10885,SELL,34589.39,10000.0,2.0,GRID
10901,SELL,34919.83,2232.29,0.4465,GRID
10918,SELL,35250.28,1481.51,0.2963,GRID
10924,BUY,35163.98,13891.9,8.3351,FLAT
10953,SELL,35214.29,9983.3,1.9967,GRID
10979,BUY,34535.71,10000.0,2.0,GRID
10986,SELL,35553.59,10000.0,2.0,GRID
11122,BUY,36750.37,5663.04,1.1326,GRID
11132,SELL,36773.96,5116.48,1.0233,GRID
11247,SELL,36729.99,5422.26,1.0845,GRID
11254,BUY,36568.1,14915.21,8.9491,FLAT
11273,SELL,36698.94,5481.21,1.0962,GRID
11273,SELL,36839.9,4513.68,0.9027,GRID
11274,SELL,36980.85,5005.11,1.001,GRID
11285,BUY,37182.62,15141.54,9.0849,FLAT
11446,BUY,37391.46,5768.01,1.1536,GRID
11454,BUY,37129.67,5597.99,1.1196,GRID
11460,SELL,36949.99,11270.81,6.7625,FLAT
11494,BUY,37788.17,3500.27,0.7001,GRID
11547,SELL,38229.09,10000.0,2.0,GRID
11782,BUY,43575.38,6381.89,1.2764,GRID
11784,BUY,43305.44,7277.55,1.4555,GRID
11785,BUY,43035.49,1340.56,0.2681,GRID
11918,SELL,42611.01,4347.9,0.8696,GRID
11935,BUY,41686.75,10000.0,2.0,GRID
11947,SELL,42122.8,13249.86,7.9499,FLAT
12117,BUY,43390.65,4218.33,0.8437,GRID
12117,BUY,43153.66,4106.84,0.8214,GRID
12117,BUY,42916.68,6674.82,1.335,GRID
12122,SELL,43152.78,15013.51,9.0081,FLAT
12198,BUY,42965.06,6169.08,1.2338,GRID
12205,BUY,42504.12,4528.52,0.9057,GRID
12216,SELL,42332.01,10588.37,6.353,FLAT
12285,BUY,42174.35,8367.22,1.6734,GRID
12305,SELL,42862.37,8569.17,1.7138,GRID
12305,SELL,43206.38,4468.59,0.8937,GRID
12307,SELL,43550.38,10000.0,2.0,GRID
12308,BUY,43619.21,14593.7,8.7562,FLAT
12384,BUY,43508.48,5298.13,1.0596,GRID
12384,BUY,42865.86,5974.6,1.1949,GRID
12395,SELL,43882.52,11459.98,6.876,FLAT
12444,SELL,44265.19,8089.55,1.6179,GRID
12466,SELL,44422.24,2527.05,0.5054,GRID
12467,SELL,44869.92,3678.85,0.7358,GRID
12469,BUY,44783.91,14403.77,8.6423,FLAT
12567,SELL,44178.69,4606.0,0.9212,GRID
12683,BUY,42537.58,10000.0,2.0,GRID
12688,BUY,42225.13,3863.68,0.7727,GRID
12711,BUY,41912.67,500.0,0.1,GRID
12896,SELL,40344.2,4621.03,0.9242,GRID
12897,SELL,40608.57,2983.83,0.5968,GRID
12898,SELL,40872.95,7395.14,1.479,GRID
13109,BUY,42785.59,4915.53,0.9831,GRID
13125,BUY,42475.78,5394.41,1.0789,GRID
13140,SELL,43405.19,10000.0,2.0,GRID
13195,SELL,43715.0,3712.31,0.7425,GRID
13195,SELL,44024.8,506.92,0.1014,GRID
13461,SELL,52102.61,10000.0,2.0,GRID
13500,SELL,52641.1,2105.31,0.4211,GRID
13504,BUY,51025.63,4709.39,0.9419,GRID
13533,BUY,51511.1,18505.45,11.1033,FLAT
13555,BUY,51519.81,10000.0,2.0,GRID
13561,BUY,51044.03,3868.58,0.7737,GRID
13568,SELL,51009.38,13766.88,8.2601,FLAT
13609,SELL,51811.19,6439.23,1.2878,GRID
13644,SELL,51430.63,3947.73,0.7895,GRID
13645,SELL,51690.69,5957.74,1.1915,GRID
13646,SELL,51950.74,5094.54,1.0189,GRID
13649,BUY,53591.09,22206.17,13.3237,FLAT
14065,BUY,69922.51,1057.26,0.2115,GRID
14065,BUY,68305.82,6347.9,1.2696,GRID
14241,BUY,64767.64,5167.95,1.0336,GRID
14244,BUY,63553.3,8522.63,1.7045,GRID
14245,SELL,62739.99,20199.03,12.1194,FLAT
14278,BUY,64029.05,6818.32,1.3637,GRID
14446,BUY,69547.43,5420.01,1.084,GRID
14452,SELL,70245.25,8552.78,1.7106,GRID
14459,SELL,70594.16,6826.44,1.3653,GRID
14465,SELL,70943.07,5040.79,1.0082,GRID
14485,BUY,68802.88,2955.31,0.5911,GRID
14487,BUY,68145.75,5410.13,1.082,GRID
14572,BUY,67134.19,5014.75,1.003,GRID
14579,BUY,66108.38,5620.6,1.1241,GRID
14587,SELL,67643.48,11971.07,7.1826,FLAT
14748,SELL,70389.35,7560.69,1.5121,GRID
14749,BUY,69386.65,10000.0,2.0,GRID
14751,BUY,68885.29,7042.97,1.4086,GRID
14752,BUY,68383.94,4413.18,0.8826,GRID
14754,SELL,66843.98,13601.73,8.161,FLAT
15141,BUY,63284.57,6490.67,1.2981,GRID
15141,BUY,62883.13,4746.96,0.9494,GRID
15146,BUY,62481.7,3762.38,0.7525,GRID
15148,SELL,62444.88,14878.58,8.9271,FLAT
15421,BUY,62736.95,6028.53,1.2057,GRID
15421,BUY,62174.27,3910.63,0.7821,GRID
15421,BUY,61611.6,5060.83,1.0122,GRID
15427,SELL,60516.92,14592.51,8.7555,FLAT
15481,BUY,60970.71,8155.34,1.6311,GRID
15486,SELL,61861.03,6726.86,1.3454,GRID
15486,SELL,62306.2,6998.02,1.3996,GRID
15487,SELL,62751.36,9430.47,1.8861,GRID
15491,BUY,62844.04,14930.66,8.9584,FLAT
15534,SELL,62207.69,3473.68,0.6947,GRID
15537,SELL,62985.38,6302.24,1.2604,GRID
15539,SELL,63763.08,5224.09,1.0448,GRID
15541,BUY,64500.0,15339.93,9.204,FLAT
15652,SELL,67226.13,10000.0,2.0,GRID
15663,SELL,67778.25,500.0,0.1,GRID
15664,SELL,68330.36,500.0,0.1,GRID
15666,BUY,69999.99,11441.22,6.8647,FLAT
15737,BUY,66875.35,7203.73,1.4407,GRID
15798,SELL,69394.85,4612.97,0.9226,GRID
15812,BUY,68648.45,3326.53,0.6653,GRID
15812,BUY,68275.26,5997.87,1.1996,GRID
15830,SELL,69768.04,10000.0,2.0,GRID
15830,SELL,70141.24,7527.58,1.5055,GRID
15848,SELL,68499.94,3632.1,0.7264,GRID
15925,BUY,67770.92,6911.71,1.3823,GRID
15927,BUY,67065.84,5461.16,1.0922,GRID
15972,BUY,67849.22,6367.62,1.2735,GRID
15977,BUY,67532.46,4437.25,0.8875,GRID
15984,SELL,68482.74,10000.0,2.0,GRID
15989,SELL,68799.5,8327.73,1.6655,GRID
15989,SELL,69116.26,6800.1,1.36,GRID
15993,BUY,68907.99,10240.17,6.1441,FLAT
16218,SELL,68232.66,5115.43,1.0231,GRID
16218,SELL,68932.39,4555.94,0.9112,GRID
16328,BUY,65818.55,4057.9,0.8116,GRID
16332,BUY,65465.1,7453.2,1.4906,GRID
16343,SELL,66562.14,5696.11,1.1392,GRID
16344,BUY,64937.84,10000.0,2.0,GRID
16597,BUY,61096.86,8660.59,1.7321,GRID
16602,BUY,60589.72,2462.31,0.4925,GRID
16602,BUY,60082.57,3877.1,0.7754,GRID
16615,SELL,60982.03,21330.14,12.7981,FLAT
16645,SELL,61846.07,9432.36,1.8865,GRID
16651,SELL,62152.14,3877.95,0.7756,GRID
16653,BUY,62901.01,13517.92,8.1108,FLAT
16712,BUY,60323.38,10000.0,2.0,GRID
16713,SELL,60383.99,10010.05,6.006,FLAT
16813,BUY,56774.15,6307.24,1.2614,GRID
16822,BUY,56207.22,3024.03,0.6048,GRID
16823,BUY,55640.28,5668.73,1.1337,GRID
16824,SELL,54958.19,14661.57,8.7969,FLAT
16938,BUY,57678.42,7111.44,1.4223,GRID
17099,SELL,64257.42,5065.75,1.0131,GRID
17100,SELL,64820.84,7574.08,1.5148,GRID
17101,SELL,65384.26,2360.17,0.472,GRID
17580,SELL,58218.67,3056.65,0.6113,GRID
17582,SELL,59170.61,7678.3,1.5357,GRID
17585,BUY,59328.09,17249.77,10.3499,FLAT
17736,BUY,58235.58,3494.94,0.699,GRID
17807,SELL,59622.47,7653.55,1.5307,GRID
17809,SELL,59941.14,1954.49,0.3909,GRID
17819,SELL,60259.8,5391.96,1.0784,GRID
17825,BUY,59602.17,11350.54,6.8103,FLAT
17841,BUY,57945.23,5050.46,1.0101,GRID
17855,BUY,59784.01,3664.17,0.7328,GRID
17888,BUY,59161.91,5842.13,1.1684,GRID
17897,SELL,60262.09,7089.96,1.418,GRID
17897,SELL,60812.18,10000.0,2.0,GRID
17898,SELL,61362.27,3641.65,0.7283,GRID
18033,BUY,62444.32,500.0,0.1,GRID
18038,BUY,61738.62,1242.19,0.2484,GRID
18199,BUY,58752.74,7248.73,1.4497,GRID
18205,BUY,58194.47,6115.24,1.223,GRID
18205,BUY,57636.2,1636.03,0.3272,GRID
18217,SELL,56648.01,10804.49,6.4827,FLAT
18349,SELL,55411.95,1286.25,0.2572,GRID
18351,SELL,55983.88,5825.28,1.1651,GRID
18352,SELL,56555.82,7888.47,1.5777,GRID
18355,BUY,57007.98,15206.68,9.124,FLAT
18516,BUY,58111.7,5818.03,1.1636,GRID
18546,BUY,60249.32,5358.28,1.0717,GRID
18550,SELL,60313.99,11402.55,6.8415,FLAT
18703,SELL,63716.5,10000.0,2.0,GRID
18714,SELL,64309.0,1913.61,0.3827,GRID
18719,BUY,64126.93,11972.61,7.1836,FLAT
18748,SELL,63683.73,10000.0,2.0,GRID
18753,SELL,64212.73,3307.2,0.6614,GRID
18757,SELL,64741.72,500.0,0.1,GRID
18760,BUY,65132.54,14085.09,8.4511,FLAT
18847,BUY,64105.19,2150.99,0.4302,GRID
18848,BUY,63648.38,5785.87,1.1572,GRID
19069,BUY,61742.44,5245.58,1.0491,GRID
19074,SELL,61031.98,12781.12,7.6687,FLAT
19367,BUY,66899.43,7251.4,1.4503,GRID
19436,SELL,68726.38,10000.0,2.0,GRID
19444,BUY,67665.62,10000.0,2.0,GRID
19499,SELL,67460.18,6083.45,1.2167,GRID
19500,SELL,67738.53,5337.57,1.0675,GRID
19508,SELL,68016.89,3578.98,0.7158,GRID
19727,SELL,70227.34,5547.36,1.1095,GRID
19727,SELL,71008.69,5414.78,1.083,GRID
19729,BUY,73077.05,19450.69,11.6704,FLAT
20012,BUY,89249.62,4780.12,0.956,GRID
20016,SELL,90838.38,8132.27,1.6265,GRID
20021,SELL,91632.75,6461.96,1.2924,GRID
20030,BUY,91187.19,4245.16,0.849,GRID
20181,SELL,97437.49,6111.62,1.2223,GRID
20182,SELL,98337.42,6283.52,1.2567,GRID
20197,BUY,95637.63,5095.51,1.0191,GRID
20198,BUY,94737.7,10000.0,2.0,GRID
20258,BUY,95133.19,2850.1,0.57,GRID
20281,SELL,96492.01,2978.2,0.5956,GRID
20290,SELL,97340.04,5438.16,1.0876,GRID
20365,SELL,96149.99,3924.81,0.785,GRID
20366,SELL,97171.3,5778.42,1.1557,GRID
20375,BUY,95804.03,17702.48,10.6215,FLAT
