bar,side,px,notional,fee,kind
20366,SELL,108490.59,9559.1,5.7355,FLAT
20452,SELL,108446.63,9214.88,1.843,GRID
20456,SELL,108821.67,5785.12,1.157,GRID
20526,BUY,107696.57,10000.0,2.0,GRID
20527,BUY,107321.53,5634.52,1.1269,GRID
20548,SELL,105065.82,758.75,0.4553,FLAT
20638,SELL,106630.49,5170.86,1.0342,GRID
21141,SELL,107752.85,9829.14,1.9658,GRID
21392,BUY,111319.31,15552.71,9.3316,FLAT
21463,SELL,111186.28,9786.97,1.9574,GRID
21470,BUY,110598.48,10000.0,2.0,GRID
21493,SELL,111480.18,10000.0,2.0,GRID
21513,BUY,110304.58,10000.0,2.0,GRID
21657,SELL,107799.99,361.13,0.2167,FLAT
21748,SELL,108872.72,7803.49,1.5607,GRID
21748,SELL,109402.78,7196.51,1.4393,GRID
21780,BUY,111994.78,15394.28,9.2366,FLAT
21865,BUY,110221.25,9488.78,1.8978,GRID
21870,BUY,109511.48,5511.22,1.1022,GRID
21879,SELL,109278.44,14907.11,8.9443,FLAT
21974,BUY,107613.84,10000.0,2.0,GRID
21983,SELL,108316.94,10000.0,2.0,GRID
22020,BUY,107262.28,10000.0,2.0,GRID
22055,SELL,108668.5,10000.0,2.0,GRID
22261,SELL,109980.01,199.02,0.1194,FLAT
22314,SELL,109534.79,7859.09,1.5718,GRID
22320,BUY,108947.37,7663.12,1.5326,GRID
22351,SELL,109828.51,10000.0,2.0,GRID
23203,BUY,113639.98,10507.49,6.3045,FLAT
23262,BUY,113499.12,8218.96,1.6438,GRID
23263,SELL,113791.82,10000.0,2.0,GRID
23291,BUY,113352.76,10000.0,2.0,GRID
23304,SELL,113938.18,10000.0,2.0,GRID
23881,BUY,112888.88,1694.71,1.0168,FLAT
23958,SELL,112853.09,8713.64,1.7427,GRID
23970,SELL,113149.86,6286.36,1.2573,GRID
24077,BUY,112259.57,10000.0,2.0,GRID
24090,BUY,111962.8,6373.94,1.2748,GRID
24139,SELL,110433.65,1461.95,0.8772,FLAT
24173,BUY,111215.39,8998.94,1.7998,GRID
24180,BUY,110887.84,6001.06,1.2002,GRID
24361,SELL,107967.78,14579.19,8.7475,FLAT
24480,SELL,108363.78,9807.19,1.9614,GRID
24489,SELL,108819.89,5192.81,1.0386,GRID
24500,BUY,109547.49,15141.85,9.0851,FLAT
24587,SELL,110042.17,9026.3,1.8053,GRID
24623,SELL,110506.35,5973.7,1.1947,GRID
24682,BUY,109113.81,10000.0,2.0,GRID
24684,BUY,108649.63,10000.0,2.0,GRID
25405,SELL,107975.71,5139.97,3.084,FLAT
25488,SELL,108201.41,10000.0,2.0,GRID
25529,BUY,107022.41,10000.0,2.0,GRID
25529,BUY,106432.91,929.67,0.1859,GRID
25733,SELL,104202.4,1016.28,0.6098,FLAT
25806,BUY,103467.92,10000.0,2.0,GRID
25807,BUY,102996.22,500.0,0.1,GRID
25810,SELL,104411.32,10000.0,2.0,GRID
25847,SELL,101114.83,579.17,0.3475,FLAT
25935,BUY,99990.11,9809.41,1.9619,GRID
25937,BUY,99275.16,5190.59,1.0381,GRID
25945,SELL,101420.03,10000.0,2.0,GRID
25961,SELL,102134.98,3819.04,0.7638,GRID
25994,SELL,101667.38,1463.68,0.8782,FLAT
26029,SELL,102160.19,10000.0,2.0,GRID
26069,SELL,102640.58,4568.53,0.9137,GRID
26119,BUY,103737.01,14771.68,8.863,FLAT
26204,SELL,104063.87,10000.0,2.0,GRID
26221,BUY,103280.87,10000.0,2.0,GRID
26224,BUY,102889.38,10000.0,2.0,GRID
26458,SELL,100900.39,9880.19,5.9281,FLAT
26501,BUY,100921.99,10000.0,2.0,GRID
26531,SELL,101908.11,10000.0,2.0,GRID
26534,SELL,102401.18,10000.0,2.0,GRID
26629,BUY,100428.92,10000.0,2.0,GRID
26649,SELL,99411.77,285.97,0.1716,FLAT
26704,SELL,102094.68,9674.29,1.9349,GRID
26722,BUY,102650.54,9726.97,5.8362,FLAT
26837,BUY,102479.48,6449.41,1.2899,GRID
26872,BUY,101915.21,8550.59,1.7101,GRID
27245,SELL,103608.02,10000.0,2.0,GRID
27293,SELL,103613.05,5213.3,3.128,FLAT
27348,SELL,104951.78,10000.0,2.0,GRID
27348,SELL,105466.05,500.0,0.1,GRID
27825,BUY,103923.22,10000.0,2.0,GRID
27834,BUY,103408.95,10000.0,2.0,GRID
27884,SELL,103194.08,9587.31,5.7524,FLAT
27936,SELL,103316.19,8846.29,1.7693,GRID
28036,SELL,103687.18,6153.71,1.2307,GRID
28096,BUY,104780.0,15190.19,9.1141,FLAT
28125,BUY,102554.38,10000.0,2.0,GRID
28130,BUY,101650.76,500.0,0.1,GRID
28139,SELL,101442.61,10390.57,6.2343,FLAT
28231,SELL,102029.99,9597.59,1.9195,GRID
28238,SELL,102405.62,5402.41,1.0805,GRID
28263,BUY,101278.74,10000.0,2.0,GRID
28419,BUY,100903.12,5115.77,1.0232,GRID
28430,SELL,100544.35,263.01,0.1578,FLAT
28566,BUY,98325.39,10000.0,2.0,GRID
28567,BUY,97544.09,500.0,0.1,GRID
28592,SELL,96769.2,10337.76,6.2027,FLAT
28725,BUY,96132.98,6314.27,1.2629,GRID
28739,BUY,95117.1,8685.73,1.7371,GRID
28789,SELL,94364.05,14815.05,8.889,FLAT
28832,SELL,96066.84,5565.98,1.1132,GRID
28840,SELL,96628.94,9434.02,1.8868,GRID
29108,BUY,94942.64,10000.0,2.0,GRID
29279,BUY,94380.54,7132.68,1.4265,GRID
29301,SELL,94184.02,2385.71,1.4314,FLAT
29387,SELL,95179.47,7399.04,1.4798,GRID
29570,BUY,93276.99,10000.0,2.0,GRID
29575,SELL,93893.17,2767.02,1.6602,FLAT
29699,BUY,90732.81,10000.0,2.0,GRID
29704,BUY,90105.44,500.0,0.1,GRID
29722,SELL,89660.17,10379.31,6.2276,FLAT
29816,SELL,91639.66,8041.04,1.6082,GRID
29817,BUY,91667.87,8043.51,4.8261,FLAT
29942,BUY,92740.5,7321.05,1.4642,GRID
29955,BUY,92357.71,7678.95,1.5358,GRID
30023,SELL,90459.99,14662.19,8.7973,FLAT
30107,SELL,91855.43,9300.45,1.8601,GRID
30125,BUY,91136.27,10000.0,2.0,GRID
30133,SELL,92215.01,10000.0,2.0,GRID
30138,BUY,90776.69,10000.0,2.0,GRID
30165,SELL,89190.91,909.13,0.5455,FLAT
30229,SELL,91059.93,5931.47,1.1863,GRID
30243,SELL,91625.66,9068.53,1.8137,GRID
30247,BUY,92091.32,15113.27,9.068,FLAT
30334,SELL,92381.69,9087.37,1.8175,GRID
30357,BUY,91491.19,10000.0,2.0,GRID
30409,BUY,91045.94,8651.53,1.7303,GRID
30436,SELL,88682.71,9396.49,5.6379,FLAT
30553,BUY,86663.43,10000.0,2.0,GRID
30560,BUY,85976.3,1266.48,0.2533,GRID
30604,SELL,85728.57,11154.96,6.693,FLAT
30718,BUY,82756.25,10000.0,2.0,GRID
30740,SELL,85179.25,10292.79,6.1757,FLAT
30798,BUY,84598.12,5706.68,1.1413,GRID
30867,BUY,84030.66,9293.32,1.8587,GRID
31124,SELL,85733.02,10000.0,2.0,GRID
31136,SELL,86300.48,10000.0,2.0,GRID
31157,BUY,86502.0,4711.3,2.8268,FLAT
31219,SELL,86290.85,10000.0,2.0,GRID
31251,SELL,86643.61,4836.29,0.9673,GRID
31520,BUY,85932.99,14755.16,8.8531,FLAT
31584,SELL,87131.83,10000.0,2.0,GRID
31607,SELL,88122.5,1613.0,0.3226,GRID
31614,BUY,88433.51,11768.09,7.0609,FLAT
31704,BUY,87632.26,6502.07,1.3004,GRID
31738,SELL,88397.38,10000.0,2.0,GRID
31785,BUY,87249.7,10000.0,2.0,GRID
32177,SELL,88779.95,10000.0,2.0,GRID
32185,BUY,89779.35,3317.6,1.9906,FLAT
32367,SELL,91595.93,9869.89,1.974,GRID
32370,SELL,91827.22,5130.11,1.026,GRID
32408,BUY,91133.33,10000.0,2.0,GRID
32413,BUY,90902.04,10000.0,2.0,GRID
33416,SELL,87735.34,4923.37,2.954,FLAT
33548,BUY,86275.1,9148.41,1.8297,GRID
33554,BUY,85907.77,5851.59,1.1703,GRID
33603,SELL,84108.03,14647.62,8.7886,FLAT
33664,SELL,86018.02,8332.05,1.6664,GRID
33672,SELL,86630.05,6667.95,1.3336,GRID
33694,BUY,86258.43,14994.68,8.9968,FLAT
33795,BUY,86673.09,6811.48,1.3623,GRID
33798,BUY,86403.23,8188.52,1.6377,GRID
33825,SELL,87212.81,10000.0,2.0,GRID
33826,SELL,87482.67,10000.0,2.0,GRID
33878,BUY,90665.59,5042.03,3.0252,FLAT
33989,BUY,91154.94,7082.87,1.4166,GRID
33998,SELL,91749.6,10000.0,2.0,GRID
34005,SELL,92046.93,9403.73,1.8807,GRID
34043,BUY,93362.21,12459.48,7.4757,FLAT
34118,BUY,92815.04,9848.4,1.9697,GRID
34152,BUY,92475.81,5151.6,1.0303,GRID
34160,SELL,93493.52,10000.0,2.0,GRID
34257,SELL,93832.75,9756.03,1.9512,GRID
34760,BUY,88390.49,4341.43,2.6049,FLAT
34854,SELL,89367.97,9208.21,1.8416,GRID
34885,SELL,89621.06,5791.79,1.1584,GRID
35296,BUY,88861.79,10000.0,2.0,GRID
35308,BUY,88608.7,10000.0,2.0,GRID
35367,SELL,91397.28,5276.15,3.1657,FLAT
35438,SELL,90734.14,7639.12,1.5278,GRID
35442,SELL,91463.26,7360.88,1.4722,GRID
35630,BUY,90131.45,14842.08,8.9052,FLAT
35704,BUY,90644.54,6571.28,1.3143,GRID
35729,BUY,90200.73,8428.72,1.6857,GRID
35899,SELL,91532.18,10000.0,2.0,GRID
35900,SELL,91975.99,10000.0,2.0,GRID
35910,BUY,93812.13,4881.62,2.929,FLAT
36003,BUY,92433.18,8735.43,1.7471,GRID
36016,SELL,92286.98,8721.62,5.233,FLAT
36117,SELL,92831.39,8160.64,1.6321,GRID
36120,SELL,93097.94,6839.36,1.3679,GRID
36126,BUY,92298.31,10000.0,2.0,GRID
36140,BUY,92031.76,10000.0,2.0,GRID
36316,SELL,90175.67,5016.49,3.0099,FLAT
36400,SELL,90459.25,10000.0,2.0,GRID
36450,BUY,89908.17,10000.0,2.0,GRID
36466,BUY,89632.62,7634.15,1.5268,GRID
36512,SELL,90734.8,10000.0,2.0,GRID
36546,BUY,93362.62,2274.52,1.3647,FLAT
36649,SELL,92622.69,9209.63,1.8419,GRID
36750,BUY,91944.11,10000.0,2.0,GRID
36760,BUY,91604.81,9866.45,1.9733,GRID
36777,SELL,89841.93,10514.8,6.3089,FLAT
36863,BUY,90233.51,7413.49,1.4827,GRID
36963,SELL,90487.27,10000.0,2.0,GRID
36992,SELL,90614.15,10000.0,2.0,GRID
37036,BUY,90106.63,10000.0,2.0,GRID
37630,BUY,86906.76,2410.12,1.4461,FLAT
37737,BUY,86041.41,8471.86,1.6944,GRID
37747,BUY,85705.12,6528.14,1.3056,GRID
37855,SELL,86714.01,10000.0,2.0,GRID
37856,SELL,87050.3,10000.0,2.0,GRID
38200,BUY,89745.26,4986.73,2.992,FLAT
38240,BUY,86100.7,10000.0,2.0,GRID
38257,SELL,85695.6,9952.95,5.9718,FLAT
38317,BUY,86062.32,8524.16,1.7048,GRID
38331,SELL,86565.1,10000.0,2.0,GRID
38331,SELL,86816.49,10000.0,2.0,GRID
38479,BUY,88204.52,11612.92,6.9678,FLAT
38535,BUY,85253.18,10000.0,2.0,GRID
38544,SELL,85050.29,9976.2,5.9857,FLAT
38625,SELL,85724.73,7722.77,1.5446,GRID
38628,SELL,86081.85,7277.23,1.4554,GRID
38643,BUY,87278.68,15241.17,9.1447,FLAT
38767,BUY,87667.31,7358.0,1.4716,GRID
38768,SELL,88370.67,10000.0,2.0,GRID
38774,SELL,88722.35,7451.23,1.4902,GRID
38802,BUY,87315.63,10000.0,2.0,GRID
39705,SELL,88329.18,116.11,0.0697,FLAT
39768,BUY,88323.85,10000.0,2.0,GRID
39781,BUY,88021.11,4859.07,0.9718,GRID
40636,SELL,88929.35,10000.0,2.0,GRID
40637,SELL,89232.09,10000.0,2.0,GRID
40685,BUY,89081.26,4996.83,2.9981,FLAT
40744,BUY,88634.89,8508.72,1.7017,GRID
40772,SELL,89006.97,10000.0,2.0,GRID
40784,BUY,88448.85,10000.0,2.0,GRID
40835,SELL,87277.77,8440.32,5.0642,FLAT
40900,BUY,87272.78,7570.39,1.5141,GRID
40984,SELL,87595.88,10000.0,2.0,GRID
41162,SELL,87757.42,9836.01,1.9672,GRID
41517,BUY,89916.33,12543.18,7.5259,FLAT
41698,BUY,87508.36,10000.0,2.0,GRID
41721,BUY,87166.73,4815.88,0.9632,GRID
41859,SELL,88191.62,10000.0,2.0,GRID
41938,SELL,88533.25,8520.57,1.7041,GRID
43526,BUY,93000.0,3729.95,2.238,FLAT
43588,SELL,92731.76,7118.33,1.4237,GRID
43596,BUY,92363.04,10000.0,2.0,GRID
43610,SELL,92916.13,10000.0,2.0,GRID
43988,BUY,92178.67,10000.0,2.0,GRID
44013,SELL,92164.92,2983.09,1.7899,FLAT
44063,SELL,93731.22,9451.13,1.8902,GRID
44075,BUY,92749.57,10000.0,2.0,GRID
44088,BUY,92258.75,10000.0,2.0,GRID
45658,SELL,90818.43,10478.25,6.2869,FLAT
45701,SELL,92122.96,10000.0,2.0,GRID
45968,SELL,92862.82,500.0,0.1,GRID
46032,BUY,94255.99,10739.04,6.4434,FLAT
46144,BUY,95002.72,9116.38,1.8233,GRID
46153,BUY,94771.31,5883.62,1.1767,GRID
46250,SELL,95465.52,10000.0,2.0,GRID
46251,SELL,95696.93,10000.0,2.0,GRID
46281,BUY,97499.99,4992.49,2.9955,FLAT
46368,BUY,96806.01,10000.0,2.0,GRID
46386,BUY,96380.52,4726.38,0.9453,GRID
47532,SELL,92630.33,14111.13,8.4667,FLAT
47619,SELL,92934.24,9169.1,1.8338,GRID
47620,SELL,93085.05,5830.9,1.1662,GRID
47795,BUY,92632.62,10000.0,2.0,GRID
47796,BUY,92481.81,10000.0,2.0,GRID
47918,SELL,91058.34,4988.17,2.9929,FLAT
47965,BUY,91007.59,9288.5,1.8577,GRID
47970,BUY,90793.07,5711.5,1.1423,GRID
48039,SELL,89665.06,14792.02,8.8752,FLAT
48140,SELL,89597.78,7829.41,1.5659,GRID
48164,SELL,89923.88,7170.59,1.4341,GRID
48239,BUY,88945.6,10000.0,2.0,GRID
48241,BUY,88619.5,10000.0,2.0,GRID
48396,SELL,89999.04,5233.05,3.1398,FLAT
48464,SELL,90174.41,10000.0,2.0,GRID
48550,BUY,89504.16,10000.0,2.0,GRID
48559,BUY,89169.04,10000.0,2.0,GRID
48881,SELL,90509.54,10000.0,2.0,GRID
49488,SELL,86506.02,215.52,0.1293,FLAT
49583,BUY,87131.88,5457.75,1.0916,GRID
49632,SELL,88091.14,9230.63,1.8461,GRID
49718,SELL,88570.78,10000.0,2.0,GRID
50580,BUY,86652.24,10000.0,2.0,GRID
50590,BUY,84813.01,3362.62,2.0176,FLAT
50692,BUY,84481.47,8344.83,1.669,GRID
50694,BUY,84275.53,6655.17,1.331,GRID
50731,SELL,82533.4,14670.0,8.802,FLAT
50806,BUY,82180.66,8627.69,1.7255,GRID
50828,SELL,82943.24,10000.0,2.0,GRID
50832,SELL,83324.54,6172.01,1.2344,GRID
50973,BUY,84291.0,7556.85,4.5341,FLAT
51008,SELL,84098.08,8289.42,1.6579,GRID
51053,BUY,83638.88,10000.0,2.0,GRID
51068,BUY,83409.27,10000.0,2.0,GRID
51158,SELL,81265.88,11449.05,6.8694,FLAT
51349,BUY,78063.44,6785.49,1.3571,GRID
51386,SELL,79216.58,10000.0,2.0,GRID
51438,BUY,77486.86,10000.0,2.0,GRID
51623,SELL,75502.1,6775.61,4.0654,FLAT
51666,SELL,77429.6,9407.6,1.8815,GRID
51686,BUY,77750.0,9446.52,5.6679,FLAT
51817,SELL,78648.68,9156.08,1.8312,GRID
51852,SELL,79108.63,5843.92,1.1688,GRID
51876,BUY,77728.78,10000.0,2.0,GRID
52019,BUY,77268.83,10000.0,2.0,GRID
52047,SELL,75842.94,5140.73,3.0844,FLAT
52146,SELL,76590.68,9381.79,1.8764,GRID
52160,BUY,75999.91,9309.43,5.5857,FLAT
52198,BUY,76169.87,7399.99,1.48,GRID
52261,BUY,75859.75,7600.01,1.52,GRID
52311,SELL,74552.11,14711.83,8.8271,FLAT
52431,BUY,72498.1,10000.0,2.0,GRID
52443,BUY,71830.37,554.13,0.1108,GRID
52452,SELL,71592.01,10427.31,6.2564,FLAT
52545,BUY,71157.04,9532.11,1.9064,GRID
52552,BUY,70631.8,5467.89,1.0936,GRID
52596,SELL,68981.35,14580.78,8.7485,FLAT
52846,SELL,66567.44,6862.21,1.3724,GRID
52850,BUY,66414.94,6846.49,4.1079,FLAT
53030,SELL,70774.67,10000.0,2.0,GRID
53044,SELL,71388.01,3195.2,0.639,GRID
53074,BUY,69547.97,10000.0,2.0,GRID
53075,BUY,68934.63,8224.99,1.645,GRID
53081,SELL,68031.2,5241.79,3.1451,FLAT
53167,BUY,68497.83,6365.27,1.2731,GRID
53178,SELL,69531.93,7661.52,1.5323,GRID
53187,BUY,69316.22,1196.43,0.7179,FLAT
53268,BUY,69287.24,8269.41,1.6539,GRID
53269,BUY,68976.5,6730.59,1.3461,GRID
53380,SELL,69908.74,10000.0,2.0,GRID
53381,SELL,70219.48,10000.0,2.0,GRID
53424,BUY,71027.7,4867.28,2.9204,FLAT
53487,SELL,70798.34,7102.19,1.4204,GRID
53502,SELL,71228.44,7897.81,1.5796,GRID
53670,BUY,69938.12,5727.3,1.1455,GRID
53670,BUY,69508.02,10000.0,2.0,GRID
53697,SELL,68450.87,996.88,0.5981,FLAT
53780,SELL,70666.9,9842.51,1.9685,GRID
53793,BUY,70380.95,9802.68,5.8816,FLAT
53873,SELL,70311.59,6714.69,1.3429,GRID
53895,BUY,69664.39,10000.0,2.0,GRID
53898,BUY,69340.79,10000.0,2.0,GRID
53945,SELL,69091.99,13283.74,7.9702,FLAT
54027,SELL,69266.84,8501.43,1.7003,GRID
54031,BUY,68494.08,10000.0,2.0,GRID
54032,BUY,68107.71,740.21,0.148,GRID
54050,SELL,69653.21,10000.0,2.0,GRID
54220,BUY,67082.41,7341.27,4.4048,FLAT
54306,SELL,67442.58,9597.63,1.9195,GRID
54312,SELL,67792.05,5402.37,1.0805,GRID
54323,BUY,66743.64,10000.0,2.0,GRID
54324,BUY,66394.17,4807.97,0.9616,GRID
54423,SELL,67273.92,16.42,0.0099,FLAT
54451,SELL,67910.38,8466.27,1.6933,GRID
54491,BUY,67013.86,10000.0,2.0,GRID
54599,SELL,68358.63,10000.0,2.0,GRID
54626,BUY,66565.61,10000.0,2.0,GRID
54646,SELL,65610.5,1869.57,1.1217,FLAT
54726,BUY,65905.41,8616.09,1.7232,GRID
54749,SELL,66638.93,10000.0,2.0,GRID
54837,SELL,67005.68,10000.0,2.0,GRID
54907,BUY,68961.11,11624.73,6.9748,FLAT
55100,SELL,69147.57,10000.0,2.0,GRID
55104,SELL,69389.12,3306.58,0.6613,GRID
55155,BUY,70341.71,13524.67,8.1148,FLAT
55260,SELL,70087.33,10000.0,2.0,GRID
55383,SELL,70593.17,4271.0,0.8542,GRID
55457,BUY,69075.65,10000.0,2.0,GRID
55482,BUY,68976.65,4029.06,2.4174,FLAT
55561,SELL,68957.0,7015.05,1.403,GRID
55573,BUY,68487.02,10000.0,2.0,GRID
55619,BUY,68252.03,10000.0,2.0,GRID
55733,SELL,69191.99,10000.0,2.0,GRID
55797,SELL,67960.22,3144.7,1.8868,FLAT
55847,SELL,68860.58,10000.0,2.0,GRID
55898,SELL,69174.97,4620.61,0.9241,GRID
55935,BUY,68231.82,10000.0,2.0,GRID
55939,BUY,67917.43,8264.27,1.6529,GRID
56447,SELL,66461.0,3736.67,2.242,FLAT
56462,SELL,66646.32,6503.22,1.3006,GRID
56471,SELL,66878.31,8496.78,1.6994,GRID
56607,BUY,66182.32,10000.0,2.0,GRID
56612,BUY,65950.33,7152.06,1.4304,GRID
57624,SELL,64581.35,2255.02,1.353,FLAT
57714,SELL,66057.7,8870.78,1.7742,GRID
57715,SELL,66327.97,6129.22,1.2258,GRID
57721,BUY,66358.25,15043.16,9.0259,FLAT
57792,BUY,65434.24,6132.37,1.2265,GRID
57807,BUY,64944.95,8867.63,1.7735,GRID
57817,SELL,64818.24,14924.97,8.955,FLAT
57901,BUY,64632.46,9514.21,1.9028,GRID
57902,BUY,64382.27,5485.79,1.0972,GRID
57952,SELL,62715.52,14575.8,8.7455,FLAT
58042,BUY,62996.85,10000.0,2.0,GRID
58050,BUY,62781.3,4139.02,0.8278,GRID
58064,SELL,63427.93,10000.0,2.0,GRID
58065,SELL,63643.48,10000.0,2.0,GRID
58115,BUY,64435.06,5806.81,3.4841,FLAT
58168,SELL,64119.35,7301.43,1.4603,GRID
58189,SELL,64366.16,7698.57,1.5397,GRID
58205,BUY,66113.25,15436.01,9.2616,FLAT
58268,BUY,64879.01,7238.5,1.4477,GRID
58279,SELL,65420.71,9831.61,1.9663,GRID
58286,SELL,65691.56,10000.0,2.0,GRID
58357,BUY,66826.97,12759.95,7.656,FLAT
58468,SELL,68402.42,6107.75,1.2215,GRID
58500,BUY,68286.29,6097.38,3.6584,FLAT
58525,BUY,68408.12,7902.07,1.5804,GRID
58545,BUY,68078.89,7097.93,1.4196,GRID
58674,SELL,66951.36,14714.17,8.8285,FLAT
58765,BUY,66999.76,7942.17,1.5884,GRID
58800,SELL,67749.36,8641.62,1.7283,GRID
58803,SELL,68124.16,10000.0,2.0,GRID
58882,BUY,66624.96,10000.0,2.0,GRID
58900,BUY,65955.37,376.57,0.2259,FLAT
59022,BUY,65304.52,10000.0,2.0,GRID
59022,BUY,65024.17,2099.03,0.4198,GRID
59029,SELL,65865.2,10000.0,2.0,GRID
59127,SELL,63765.57,2141.52,1.2849,FLAT
59402,BUY,67037.96,7392.96,1.4786,GRID
59434,BUY,66678.49,7607.04,1.5214,GRID
59452,SELL,66529.55,14926.94,8.9562,FLAT
