,"A (crash, hold 5)","B (rally, hold 5)",C (always long),A sens. hold 3,A sens. hold 10
2025-07-11,0.9703405498643802,0.9239228082752539,0.6748341675336749,1.048813138794332,0.955977435326034
2025-07-12,0.9703405498643802,0.9239228082752539,0.6699820940568846,1.048813138794332,0.955977435326034
2025-07-13,0.9703405498643802,0.9239228082752539,0.6825918455129834,1.048813138794332,0.955977435326034
2025-07-14,0.9703405498643802,0.9239228082752539,0.6992037952649608,1.048813138794332,0.955977435326034
2025-07-15,0.9703405498643802,0.9239228082752539,0.7131218817860668,1.048813138794332,0.955977435326034
2025-07-16,0.9703405498643802,0.9239228082752539,0.7588708275681364,1.048813138794332,0.955977435326034
2025-07-17,0.9703405498643802,0.9353789472447572,0.7910461603684771,1.048813138794332,0.955977435326034
2025-07-18,0.9703405498643802,0.9323903039171505,0.7971436208849763,1.048813138794332,0.955977435326034
2025-07-19,0.9703405498643802,0.9319420198143158,0.7985977618796437,1.048813138794332,0.955977435326034
2025-07-20,0.9703405498643802,0.930294459253849,0.8224920630397977,1.048813138794332,0.955977435326034
2025-07-21,0.9703405498643802,0.9273564962190229,0.8310264666889475,1.048813138794332,0.955977435326034
2025-07-22,0.9703405498643802,0.9272248068557428,0.839600798690257,1.048813138794332,0.955977435326034
2025-07-23,0.9703405498643802,0.912414203449492,0.7836345974461473,1.048813138794332,0.955977435326034
2025-07-24,0.9703405498643802,0.9076224699455102,0.774779744150087,1.048813138794332,0.955977435326034
2025-07-25,0.9703405498643802,0.9102326456693512,0.791942955286738,1.048813138794332,0.955977435326034
2025-07-26,0.9703405498643802,0.9102326456693512,0.7983450314951303,1.048813138794332,0.955977435326034
2025-07-27,0.9703405498643802,0.9102326456693512,0.8070352678847605,1.048813138794332,0.955977435326034
2025-07-28,0.9703405498643802,0.9102326456693512,0.7797108457466503,1.048813138794332,0.955977435326034
2025-07-29,0.9703405498643802,0.9102326456693512,0.7721362733016205,1.048813138794332,0.955977435326034
2025-07-30,0.9703405498643802,0.9102326456693512,0.7677591059837002,1.048813138794332,0.955977435326034
2025-07-31,0.9703405498643802,0.9102326456693512,0.7354293650709164,1.048813138794332,0.955977435326034
2025-08-01,0.9703405498643802,0.9102326456693512,0.7056110533411776,1.048813138794332,0.955977435326034
2025-08-02,0.9703405498643802,0.9102326456693512,0.683157966297201,1.048813138794332,0.955977435326034
2025-08-03,0.9703405498643802,0.9102326456693512,0.7086541319205746,1.048813138794332,0.955977435326034
2025-08-04,0.9703405498643802,0.9102326456693512,0.7362655689300566,1.048813138794332,0.955977435326034
2025-08-05,0.9703405498643802,0.9102326456693512,0.7109463531073594,1.048813138794332,0.955977435326034
2025-08-06,0.9703405498643802,0.9102326456693512,0.7240672434278481,1.048813138794332,0.955977435326034
2025-08-07,0.9703405498643802,0.9102326456693512,0.7685724473754114,1.048813138794332,0.955977435326034
2025-08-08,0.9703405498643802,0.9102326456693512,0.7763318772164466,1.048813138794332,0.955977435326034
2025-08-09,0.9703405498643802,0.9102326456693512,0.7976016932759585,1.048813138794332,0.955977435326034
2025-08-10,0.9703405498643802,0.9102326456693512,0.7949254552714901,1.048813138794332,0.955977435326034
2025-08-11,0.9703405498643802,0.9102326456693512,0.7685409123141062,1.048813138794332,0.955977435326034
2025-08-12,0.9703405498643802,0.9102326456693512,0.8196057415307941,1.048813138794332,0.955977435326034
2025-08-13,0.9703405498643802,0.9102326456693512,0.847669796390553,1.048813138794332,0.955977435326034
2025-08-14,0.9703405498643802,0.9102326456693512,0.7910863062240394,1.048813138794332,0.955977435326034
2025-08-15,0.9703405498643802,0.9102326456693512,0.7753405408828712,1.048813138794332,0.955977435326034
2025-08-16,0.9703405498643802,0.9102326456693512,0.7766605397504623,1.048813138794332,0.955977435326034
2025-08-17,0.9703405498643802,0.9102326456693512,0.7835588249142688,1.048813138794332,0.955977435326034
2025-08-18,0.9703405498643802,0.9102326456693512,0.7599454113142086,1.048813138794332,0.955977435326034
2025-08-19,0.9703405498643802,0.9102326456693512,0.721977785711503,1.048813138794332,0.955977435326034
2025-08-20,0.9703405498643802,0.9102326456693512,0.7614643696075182,1.048813138794332,0.955977435326034
2025-08-21,0.9703405498643802,0.9102326456693512,0.7422145840041057,1.048813138794332,0.955977435326034
2025-08-22,0.9703405498643802,0.9102326456693512,0.8202327842738147,1.048813138794332,0.955977435326034
2025-08-23,0.9703405498643802,0.9132504704162234,0.8154738758647235,1.048813138794332,0.955977435326034
2025-08-24,0.9703405498643802,0.909812889988992,0.8091062662935125,1.048813138794332,0.955977435326034
2025-08-25,0.9703405498643802,0.8874578730388931,0.7402268987083174,1.048813138794332,0.955977435326034
2025-08-26,0.9703405498643802,0.9007146507980933,0.7706864296569433,1.048813138794332,0.955977435326034
2025-08-27,0.9703405498643802,0.8921442282214532,0.7650562219651441,1.048813138794332,0.955977435326034
2025-08-28,0.9703405498643802,0.8921442282214532,0.7729645793888911,1.048813138794332,0.955977435326034
2025-08-29,0.9703405498643802,0.8921442282214532,0.7437657001672151,1.048813138794332,0.955977435326034
2025-08-30,0.9703405498643802,0.8921442282214532,0.7459455090439401,1.048813138794332,0.955977435326034
2025-08-31,0.9703405498643802,0.8921442282214532,0.7372456452023634,1.048813138794332,0.955977435326034
2025-09-01,0.9703405498643802,0.8921442282214532,0.7262013167496949,1.048813138794332,0.955977435326034
2025-09-02,0.9703405498643802,0.8921442282214532,0.7471924257011882,1.048813138794332,0.955977435326034
2025-09-03,0.9703405498643802,0.8921442282214532,0.7601385606424512,1.048813138794332,0.955977435326034
2025-09-04,0.9703405498643802,0.8921442282214532,0.7323268790954963,1.048813138794332,0.955977435326034
2025-09-05,0.9703405498643802,0.8921442282214532,0.7355618028626624,1.048813138794332,0.955977435326034
2025-09-06,0.9703405498643802,0.8921442282214532,0.7290642538039053,1.048813138794332,0.955977435326034
2025-09-07,0.9703405498643802,0.8921442282214532,0.744666977057913,1.048813138794332,0.955977435326034
2025-09-08,0.9703405498643802,0.8921442282214532,0.7613127867712958,1.048813138794332,0.955977435326034
2025-09-09,0.9703405498643802,0.8921442282214532,0.7576719766260873,1.048813138794332,0.955977435326034
2025-09-10,0.9703405498643802,0.8921442282214532,0.7686176609976179,1.048813138794332,0.955977435326034
2025-09-11,0.9703405498643802,0.8921442282214532,0.7915198054418331,1.048813138794332,0.955977435326034
2025-09-12,0.9703405498643802,0.8921442282214532,0.8215607102089422,1.048813138794332,0.955977435326034
2025-09-13,0.9703405498643802,0.8921442282214532,0.8220845572617379,1.048813138794332,0.955977435326034
2025-09-14,0.9703405498643802,0.8921442282214532,0.8009717728243259,1.048813138794332,0.955977435326034
2025-09-15,0.9703405498643802,0.8921442282214532,0.7819259409003518,1.048813138794332,0.955977435326034
2025-09-16,0.9703405498643802,0.8921442282214532,0.782328431717896,1.048813138794332,0.955977435326034
2025-09-17,0.9703405498643802,0.8921442282214532,0.8049398494277314,1.048813138794332,0.955977435326034
2025-09-18,0.9703405498643802,0.8921442282214532,0.8105682744103254,1.048813138794332,0.955977435326034
2025-09-19,0.9703405498643802,0.8921442282214532,0.7835684858474364,1.048813138794332,0.955977435326034
2025-09-20,0.9703405498643802,0.8921442282214532,0.7859356126970846,1.048813138794332,0.955977435326034
2025-09-21,0.9703405498643802,0.8921442282214532,0.7749722063403643,1.048813138794332,0.955977435326034
2025-09-22,0.9703405498643802,0.8921442282214532,0.7249772418151923,1.048813138794332,0.955977435326034
2025-09-23,0.9703405498643802,0.8921442282214532,0.7136688311782101,1.048813138794332,0.955977435326034
2025-09-24,0.9703405498643802,0.8921442282214532,0.7241874695869935,1.048813138794332,0.955977435326034
2025-09-25,0.9703405498643802,0.8921442282214532,0.6735183227583516,1.048813138794332,0.955977435326034
2025-09-26,0.9703405498643802,0.8921442282214532,0.6973664776185696,1.048813138794332,0.955977435326034
2025-09-27,0.9703405498643802,0.8921442282214532,0.6949383719922766,1.048813138794332,0.955977435326034
2025-09-28,0.9703405498643802,0.8921442282214532,0.7168130738165478,1.048813138794332,0.955977435326034
2025-09-29,0.9703405498643802,0.8921442282214532,0.7179360949488041,1.048813138794332,0.955977435326034
2025-09-30,0.9703405498643802,0.8921442282214532,0.7111219891644546,1.048813138794332,0.955977435326034
2025-10-01,0.9703405498643802,0.8921442282214532,0.7478847763501935,1.048813138794332,0.955977435326034
2025-10-02,0.9703405498643802,0.8921442282214532,0.7697575009110003,1.048813138794332,0.955977435326034
2025-10-03,0.9703405498643802,0.8921442282214532,0.7754492912157069,1.048813138794332,0.955977435326034
2025-10-04,0.9703405498643802,0.8921442282214532,0.762588129089631,1.048813138794332,0.955977435326034
2025-10-05,0.9703405498643802,0.8921442282214532,0.7642879624608044,1.048813138794332,0.955977435326034
2025-10-06,0.9703405498643802,0.8921442282214532,0.7829638476937887,1.048813138794332,0.955977435326034
2025-10-07,0.9703405498643802,0.8921442282214532,0.7418551891520156,1.048813138794332,0.955977435326034
2025-10-08,0.9703405498643802,0.8921442282214532,0.757111061265512,1.048813138794332,0.955977435326034
2025-10-09,0.9703405498643802,0.8921442282214532,0.7377244359789246,1.048813138794332,0.955977435326034
2025-10-10,0.9703405498643802,0.8921442282214532,0.6103512138347784,1.048813138794332,0.955977435326034
2025-10-11,0.9583010082063558,0.8921442282214532,0.5998685302010452,1.0357999451503452,0.9441161046227589
2025-10-12,1.0336864348768047,0.8921442282214532,0.6550987276878126,1.1172818805148252,1.0183856658190285
2025-10-13,1.0740108657893759,0.908694041060928,0.6859697769166984,1.1604706997736542,1.0581132089482623
2025-10-14,1.0437112672875946,0.898360488899585,0.6583674899742075,1.1604706997736542,1.0282621092789865
2025-10-15,1.0077630785103175,0.8869793576374637,0.629488685268882,1.1604706997736542,0.9931772808349673
2025-10-16,1.0077630785103175,0.8817395340419104,0.6066012347483254,1.1604706997736542,0.9627161543606595
2025-10-17,1.0077630785103175,0.8738101045836307,0.5872594108262844,1.1604706997736542,0.9391933459850277
2025-10-18,1.0077630785103175,0.8738101045836307,0.6029561611140006,1.1604706997736542,0.9597537233641459
2025-10-19,1.0077630785103175,0.8738101045836307,0.6159629203019792,1.1604706997736542,0.9780697430325918
2025-10-20,1.0077630785103175,0.8738101045836307,0.6259261424856001,1.1604706997736542,0.9905187350491331
2025-10-21,1.0077630785103175,0.8738101045836307,0.6035262927965639,1.1604706997736542,0.9905187350491331
2025-10-22,1.0077630785103175,0.8738101045836307,0.5953915248696466,1.1604706997736542,0.9905187350491331
2025-10-23,1.0077630785103175,0.8738101045836307,0.6167299504519486,1.1604706997736542,0.9905187350491331
2025-10-24,1.0077630785103175,0.8738101045836307,0.6260953917023409,1.1604706997736542,0.9905187350491331
2025-10-25,1.0077630785103175,0.8738101045836307,0.6368202450489981,1.1604706997736542,0.9905187350491331
2025-10-26,1.0077630785103175,0.8738101045836307,0.6674079173718135,1.1604706997736542,0.9905187350491331
2025-10-27,1.0077630785103175,0.8738101045836307,0.6559808595577874,1.1604706997736542,0.9905187350491331
2025-10-28,1.0077630785103175,0.8738101045836307,0.6416841903583951,1.1604706997736542,0.9905187350491331
2025-10-29,1.0077630785103175,0.8738101045836307,0.6373238925089877,1.1604706997736542,0.9905187350491331
2025-10-30,1.0077630785103175,0.8738101045836307,0.6065913766507988,1.1604706997736542,0.9905187350491331
2025-10-31,1.0077630785103175,0.8738101045836307,0.6122101862923398,1.1604706997736542,0.9905187350491331
2025-11-01,1.0077630785103175,0.8738101045836307,0.6098600032142049,1.1604706997736542,0.9905187350491331
2025-11-02,1.0077630785103175,0.8738101045836307,0.6123944591138581,1.1604706997736542,0.9905187350491331
2025-11-03,1.0077630785103175,0.8738101045836307,0.5574123708979717,1.1604706997736542,0.9905187350491331
2025-11-04,1.0077630785103175,0.8738101045836307,0.5305591838936538,1.1604706997736542,0.9905187350491331
2025-11-05,1.0077630785103175,0.8738101045836307,0.5547923042673333,1.1604706997736542,0.9905187350491331
2025-11-06,1.0077630785103175,0.8738101045836307,0.532152225326687,1.1604706997736542,0.9905187350491331
2025-11-07,1.0077630785103175,0.8738101045836307,0.568726447488669,1.1604706997736542,0.9905187350491331
2025-11-08,1.0077630785103175,0.8738101045836307,0.5569732851797565,1.1604706997736542,0.9905187350491331
2025-11-09,1.0077630785103175,0.8738101045836307,0.5746047338696362,1.1604706997736542,0.9905187350491331
2025-11-10,1.0077630785103175,0.8738101045836307,0.5928511876952276,1.1604706997736542,0.9905187350491331
2025-11-11,1.0077630785103175,0.8738101045836307,0.5541824138849518,1.1604706997736542,0.9905187350491331
2025-11-12,1.0077630785103175,0.8738101045836307,0.5474104225960119,1.1604706997736542,0.9905187350491331
2025-11-13,1.0077630785103175,0.8738101045836307,0.5332394138680115,1.1604706997736542,0.9905187350491331
2025-11-14,1.0077630785103175,0.8738101045836307,0.5052062061158288,1.1604706997736542,0.9905187350491331
2025-11-15,1.0077630785103175,0.8738101045836307,0.5123346565199272,1.1604706997736542,0.9905187350491331
2025-11-16,1.0077630785103175,0.8738101045836307,0.5027542641741207,1.1604706997736542,0.9905187350491331
2025-11-17,1.0077630785103175,0.8738101045836307,0.4904090271045448,1.1604706997736542,0.9905187350491331
2025-11-18,1.0077630785103175,0.8738101045836307,0.508912363032616,1.1604706997736542,0.9905187350491331
2025-11-19,1.0077630785103175,0.8738101045836307,0.4960164797169648,1.1604706997736542,0.9905187350491331
2025-11-20,1.0077630785103175,0.8738101045836307,0.47284248746640406,1.1604706997736542,0.9905187350491331
2025-11-21,1.0077630785103175,0.8738101045836307,0.45007976163330404,1.1604706997736542,0.9905187350491331
2025-11-22,1.0077630785103175,0.8738101045836307,0.44254825180898355,1.1604706997736542,0.9905187350491331
2025-11-23,1.0077630785103175,0.8738101045836307,0.4574851187655766,1.1604706997736542,0.9905187350491331
2025-11-24,1.0077630785103175,0.8738101045836307,0.4834527084880341,1.1604706997736542,0.9905187350491331
2025-11-25,1.0077630785103175,0.8738101045836307,0.4836690206280087,1.1604706997736542,0.9905187350491331
2025-11-26,1.0077630785103175,0.8738101045836307,0.5000837733593783,1.1604706997736542,0.9905187350491331
2025-11-27,1.0077630785103175,0.8738101045836307,0.49468914838309663,1.1604706997736542,0.9905187350491331
2025-11-28,1.0077630785103175,0.8738101045836307,0.48958018233145373,1.1604706997736542,0.9905187350491331
2025-11-29,1.0077630785103175,0.8738101045836307,0.4845431113885533,1.1604706997736542,0.9905187350491331
2025-11-30,1.0077630785103175,0.8738101045836307,0.47374878856589125,1.1604706997736542,0.9905187350491331
2025-12-01,1.0077630785103175,0.8738101045836307,0.4484011693357316,1.1604706997736542,0.9905187350491331
2025-12-02,1.0077630785103175,0.8738101045836307,0.47945157261664983,1.1604706997736542,0.9905187350491331
2025-12-03,1.0077630785103175,0.8738101045836307,0.4997409216502404,1.1604706997736542,0.9905187350491331
2025-12-04,1.0077630785103175,0.8738101045836307,0.4834788524927966,1.1604706997736542,0.9905187350491331
2025-12-05,1.0077630785103175,0.8738101045836307,0.462299631952446,1.1604706997736542,0.9905187350491331
2025-12-06,1.0077630785103175,0.8738101045836307,0.4620470918196514,1.1604706997736542,0.9905187350491331
2025-12-07,1.0077630785103175,0.8738101045836307,0.4603440069625145,1.1604706997736542,0.9905187350491331
2025-12-08,1.0077630785103175,0.8738101045836307,0.46655590323332574,1.1604706997736542,0.9905187350491331
2025-12-09,1.0077630785103175,0.8738101045836307,0.47927573148777053,1.1604706997736542,0.9905187350491331
2025-12-10,1.0077630785103175,0.8738101045836307,0.47359555212566556,1.1604706997736542,0.9905187350491331
2025-12-11,1.0077630785103175,0.8738101045836307,0.4713327635441379,1.1604706997736542,0.9905187350491331
2025-12-12,1.0077630785103175,0.8738101045836307,0.45817417250161796,1.1604706997736542,0.9905187350491331
2025-12-13,1.0077630785103175,0.8738101045836307,0.4645989597868054,1.1604706997736542,0.9905187350491331
2025-12-14,1.0077630785103175,0.8738101045836307,0.4492774968340087,1.1604706997736542,0.9905187350491331
2025-12-15,1.0077630785103175,0.8738101045836307,0.43683016683476217,1.1604706997736542,0.9905187350491331
2025-12-16,1.0077630785103175,0.8738101045836307,0.43803318470958097,1.1604706997736542,0.9905187350491331
2025-12-17,1.0077630785103175,0.8738101045836307,0.4192783977636632,1.1604706997736542,0.9905187350491331
2025-12-18,1.0077630785103175,0.8738101045836307,0.40498541679185157,1.1604706997736542,0.9905187350491331
2025-12-19,1.0077630785103175,0.8738101045836307,0.4283175803831487,1.1604706997736542,0.9905187350491331
2025-12-20,1.0077630785103175,0.8738101045836307,0.42690227226768185,1.1604706997736542,0.9905187350491331
2025-12-21,1.0077630785103175,0.8738101045836307,0.4230671809958706,1.1604706997736542,0.9905187350491331
2025-12-22,1.0077630785103175,0.8738101045836307,0.42245536830021385,1.1604706997736542,0.9905187350491331
2025-12-23,1.0077630785103175,0.8738101045836307,0.41518774083006094,1.1604706997736542,0.9905187350491331
2025-12-24,1.0077630785103175,0.8738101045836307,0.415987058474271,1.1604706997736542,0.9905187350491331
2025-12-25,1.0077630785103175,0.8738101045836307,0.4106628615464369,1.1604706997736542,0.9905187350491331
2025-12-26,1.0077630785103175,0.8738101045836307,0.41512959698447466,1.1604706997736542,0.9905187350491331
2025-12-27,1.0077630785103175,0.8738101045836307,0.422678248585163,1.1604706997736542,0.9905187350491331
2025-12-28,1.0077630785103175,0.8738101045836307,0.41832639233102453,1.1604706997736542,0.9905187350491331
2025-12-29,1.0077630785103175,0.8738101045836307,0.4145404839239352,1.1604706997736542,0.9905187350491331
2025-12-30,1.0077630785103175,0.8738101045836307,0.41623145201920203,1.1604706997736542,0.9905187350491331
2025-12-31,1.0077630785103175,0.8738101045836307,0.4069612007707398,1.1604706997736542,0.9905187350491331
2026-01-01,1.0077630785103175,0.8738101045836307,0.41723911074657016,1.1604706997736542,0.9905187350491331
2026-01-02,1.0077630785103175,0.8738101045836307,0.4396487123120832,1.1604706997736542,0.9905187350491331
2026-01-03,1.0077630785103175,0.8738101045836307,0.44471340907403273,1.1604706997736542,0.9905187350491331
2026-01-04,1.0077630785103175,0.8738101045836307,0.45394648162580375,1.1604706997736542,0.9905187350491331
2026-01-05,1.0077630785103175,0.8738101045836307,0.4681542559914454,1.1604706997736542,0.9905187350491331
2026-01-06,1.0077630785103175,0.8738101045836307,0.47368952270713066,1.1604706997736542,0.9905187350491331
2026-01-07,1.0077630785103175,0.8738101045836307,0.4557469752681097,1.1604706997736542,0.9905187350491331
2026-01-08,1.0077630785103175,0.8738101045836307,0.4463762320637198,1.1604706997736542,0.9905187350491331
2026-01-09,1.0077630785103175,0.8738101045836307,0.44243042176834196,1.1604706997736542,0.9905187350491331
2026-01-10,1.0077630785103175,0.8738101045836307,0.4386071848790394,1.1604706997736542,0.9905187350491331
2026-01-11,1.0077630785103175,0.8738101045836307,0.440671328245177,1.1604706997736542,0.9905187350491331
2026-01-12,1.0077630785103175,0.8738101045836307,0.4348973108299627,1.1604706997736542,0.9905187350491331
2026-01-13,1.0077630785103175,0.8738101045836307,0.4657594170756464,1.1604706997736542,0.9905187350491331
2026-01-14,1.0077630785103175,0.8738101045836307,0.46600391074024133,1.1604706997736542,0.9905187350491331
2026-01-15,1.0077630785103175,0.8738101045836307,0.4544877660192714,1.1604706997736542,0.9905187350491331
2026-01-16,1.0077630785103175,0.8738101045836307,0.45384665462309126,1.1604706997736542,0.9905187350491331
2026-01-17,1.0077630785103175,0.8738101045836307,0.4519588629304009,1.1604706997736542,0.9905187350491331
2026-01-18,1.0077630785103175,0.8738101045836307,0.43729851973038714,1.1604706997736542,0.9905187350491331
2026-01-19,1.0077630785103175,0.8738101045836307,0.4265884950376337,1.1604706997736542,0.9905187350491331
2026-01-20,1.0077630785103175,0.8738101045836307,0.3991916560271449,1.1604706997736542,0.9905187350491331
2026-01-21,1.0077630785103175,0.8738101045836307,0.4080587494805244,1.1604706997736542,0.9905187350491331
2026-01-22,1.0077630785103175,0.8738101045836307,0.4036501991514301,1.1604706997736542,0.9905187350491331
2026-01-23,1.0077630785103175,0.8738101045836307,0.4056377290028671,1.1604706997736542,0.9905187350491331
2026-01-24,1.0077630785103175,0.8738101045836307,0.4051364574612299,1.1604706997736542,0.9905187350491331
2026-01-25,1.0077630785103175,0.8738101045836307,0.38662631901337685,1.1604706997736542,0.9905187350491331
2026-01-26,1.0077630785103175,0.8738101045836307,0.4019831041547127,1.1604706997736542,0.9905187350491331
2026-01-27,1.0077630785103175,0.8738101045836307,0.4246750670268046,1.1604706997736542,0.9905187350491331
2026-01-28,1.0077630785103175,0.8851200840861968,0.42802860427259304,1.1604706997736542,0.9905187350491331
2026-01-29,1.0077630785103175,0.8746508019775041,0.39811478490377794,1.1604706997736542,0.9905187350491331
2026-01-30,1.0077630785103175,0.8741610139599947,0.38856993050519756,1.1604706997736542,0.9905187350491331
2026-01-31,1.0077630785103175,0.8753703652538174,0.36234882836766236,1.1604706997736542,0.9905187350491331
2026-02-01,0.9994378149457125,0.8739960679376106,0.34943207036773954,1.1508838984305265,0.9823359292778074
2026-02-02,1.003197529291009,0.8739960679376106,0.35848761766917947,1.155213327073303,0.9860313092504037
2026-02-03,0.9978361916508158,0.8739960679376106,0.34748191267743517,1.1489845966405523,0.9807617121687312
2026-02-04,0.9936395543399748,0.8739960679376106,0.33993228192650404,1.1489845966405523,0.9766368856403184
2026-02-05,0.977046170341884,0.8739960679376106,0.28883147004772874,1.1489845966405523,0.9603689506973414
2026-02-06,1.064406755245023,0.8739960679376106,0.320990650651878,1.2681616833912113,1.0600363271584718
2026-02-07,1.0583795972369303,0.8701625640645906,0.31788806036911427,1.2626071457294596,1.0553933768319161
2026-02-08,1.0539290547153437,0.8723157626778016,0.3173699029592383,1.2570532567204253,1.051118432660939
2026-02-09,1.0539234861461269,0.8731693722712282,0.31468749835010595,1.2570532567204253,1.0519739793533698
2026-02-10,1.0264434485297877,0.8650777382172409,0.300547015263207,1.2570532567204253,1.0202312782905778
2026-02-11,1.0264434485297877,0.8566207992255962,0.2940605385310929,1.2570532567204253,1.0054740133595843
2026-02-12,1.0264434485297877,0.8566207992255962,0.3001240513131293,1.2570532567204253,1.0156653231147388
2026-02-13,1.0264434485297877,0.8566207992255962,0.3141446084516706,1.2570532567204253,1.0467603810620936
2026-02-14,1.0264434485297877,0.8566207992255962,0.3333798408959887,1.2570532567204253,1.094857370665957
2026-02-15,1.0264434485297877,0.8493210105734986,0.319664184778366,1.2570532567204253,1.0686704396150326
2026-02-16,1.0264434485297877,0.847858139247887,0.3217583754317939,1.2570532567204253,1.0686704396150326
2026-02-17,1.0264434485297877,0.847494299681959,0.3169250669912108,1.2570532567204253,1.0686704396150326
2026-02-18,1.0264434485297877,0.8455480706012698,0.30583354340119673,1.2570532567204253,1.0686704396150326
2026-02-19,1.0264434485297877,0.8453132328069183,0.306927832457712,1.2570532567204253,1.0686704396150326
2026-02-20,1.0264434485297877,0.8453132328069183,0.3104303511283776,1.2570532567204253,1.0686704396150326
2026-02-21,1.0264434485297877,0.8453132328069183,0.3097935667331472,1.2570532567204253,1.0686704396150326
2026-02-22,1.0264434485297877,0.8453132328069183,0.3018835055995977,1.2570532567204253,1.0686704396150326
2026-02-23,1.0264434485297877,0.8453132328069183,0.28511871414967715,1.2570532567204253,1.0686704396150326
2026-02-24,1.0264434485297877,0.8453132328069183,0.28380132454349166,1.2570532567204253,1.0686704396150326
2026-02-25,1.0264434485297877,0.8453132328069183,0.30772556304462834,1.2570532567204253,1.0686704396150326
2026-02-26,1.0264434485297877,0.8438925729153454,0.30091926101619393,1.2570532567204253,1.0686704396150326
2026-02-27,1.0264434485297877,0.8393539490219338,0.2915291292203512,1.2570532567204253,1.0686704396150326
2026-02-28,1.0264434485297877,0.8410561197966796,0.30201509516465014,1.2570532567204253,1.0686704396150326
2026-03-01,1.0264434485297877,0.8398474186705842,0.2986333012153217,1.2570532567204253,1.0686704396150326
2026-03-02,1.0264434485297877,0.8440447337372835,0.30988793824755495,1.2570532567204253,1.0686704396150326
2026-03-03,1.0264434485297877,0.8440447337372835,0.3013962375698293,1.2570532567204253,1.0686704396150326
2026-03-04,1.0264434485297877,0.8440447337372835,0.3174049871444301,1.2570532567204253,1.0686704396150326
2026-03-05,1.0264434485297877,0.8440447337372835,0.30926637552772274,1.2570532567204253,1.0686704396150326
2026-03-06,1.0264434485297877,0.8440447337372835,0.29774851123571444,1.2570532567204253,1.0686704396150326
2026-03-07,1.0264434485297877,0.8440447337372835,0.29343984055169403,1.2570532567204253,1.0686704396150326
2026-03-08,1.0264434485297877,0.8440447337372835,0.2905325277127826,1.2570532567204253,1.0686704396150326
2026-03-09,1.0264434485297877,0.8440447337372835,0.30016509189094276,1.2570532567204253,1.0686704396150326
2026-03-10,1.0264434485297877,0.8440447337372835,0.3062875641073296,1.2570532567204253,1.0686704396150326
2026-03-11,1.0264434485297877,0.8440447337372835,0.30519935968714934,1.2570532567204253,1.0686704396150326
2026-03-12,1.0264434485297877,0.8440447337372835,0.3082040194156905,1.2570532567204253,1.0686704396150326
2026-03-13,1.0264434485297877,0.8440447337372835,0.3073402010149063,1.2570532567204253,1.0686704396150326
2026-03-14,1.0264434485297877,0.8440447337372835,0.3090085982886142,1.2570532567204253,1.0686704396150326
2026-03-15,1.0264434485297877,0.8440447337372835,0.3174394570398318,1.2570532567204253,1.0686704396150326
2026-03-16,1.0264434485297877,0.8440447337372835,0.34185385766775506,1.2570532567204253,1.0686704396150326
2026-03-17,1.0264434485297877,0.8440447337372835,0.33591811778324104,1.2570532567204253,1.0686704396150326
2026-03-18,1.0264434485297877,0.8440447337372835,0.32153738881878924,1.2570532567204253,1.0686704396150326
2026-03-19,1.0264434485297877,0.8440447337372835,0.31083525470768697,1.2570532567204253,1.0686704396150326
2026-03-20,1.0264434485297877,0.8440447337372835,0.31179998025293926,1.2570532567204253,1.0686704396150326
2026-03-21,1.0264434485297877,0.8440447337372835,0.3024801052843794,1.2570532567204253,1.0686704396150326
2026-03-22,1.0264434485297877,0.8440447337372835,0.29594994862556284,1.2570532567204253,1.0686704396150326
2026-03-23,1.0264434485297877,0.8440447337372835,0.3056647132116002,1.2570532567204253,1.0686704396150326
2026-03-24,1.0264434485297877,0.8440447337372835,0.31115441055001825,1.2570532567204253,1.0686704396150326
2026-03-25,1.0264434485297877,0.8440447337372835,0.31318442220149334,1.2570532567204253,1.0686704396150326
2026-03-26,1.0264434485297877,0.8440447337372835,0.2978018345416709,1.2570532567204253,1.0686704396150326
2026-03-27,1.0264434485297877,0.8440447337372835,0.2868741364967189,1.2570532567204253,1.0686704396150326
2026-03-28,1.0264434485297877,0.8440447337372835,0.2866410648085278,1.2570532567204253,1.0686704396150326
2026-03-29,1.0264434485297877,0.8440447337372835,0.28328009704732066,1.2570532567204253,1.0686704396150326
2026-03-30,1.0264434485297877,0.8440447337372835,0.28626988700083494,1.2570532567204253,1.0686704396150326
2026-03-31,1.0264434485297877,0.8440447337372835,0.2927082722564918,1.2570532567204253,1.0686704396150326
2026-04-01,1.0264434485297877,0.8440447337372835,0.2922052130881884,1.2570532567204253,1.0686704396150326
2026-04-02,1.0264434485297877,0.8440447337372835,0.28315137063189505,1.2570532567204253,1.0686704396150326
2026-04-03,1.0264434485297877,0.8440447337372835,0.28387409987610834,1.2570532567204253,1.0686704396150326
2026-04-04,1.0264434485297877,0.8440447337372835,0.28778313443168974,1.2570532567204253,1.0686704396150326
2026-04-05,1.0264434485297877,0.8440447337372835,0.2892153881607886,1.2570532567204253,1.0686704396150326
2026-04-06,1.0264434485297877,0.8440447337372835,0.28673615742374337,1.2570532567204253,1.0686704396150326
2026-04-07,1.0264434485297877,0.8440447337372835,0.3101552972195153,1.2570532567204253,1.0686704396150326
2026-04-08,1.0264434485297877,0.8440447337372835,0.30236141681026524,1.2570532567204253,1.0686704396150326
